gene_symbol,TCGA-91-6849-11A-01R-1949-07,TCGA-55-6982-11A-01R-1949-07,TCGA-73-4676-11A-01R-1755-07,TCGA-55-6980-11A-01R-1949-07,TCGA-50-5931-11A-01R-1858-07,TCGA-91-6828-11A-01R-1858-07,TCGA-49-6743-11A-01R-1858-07,TCGA-44-6147-11A-01R-1858-07,TCGA-44-2665-11A-01R-1758-07,TCGA-44-2657-11A-01R-1758-07,TCGA-38-4627-11A-01R-1758-07,TCGA-55-6970-11A-01R-1949-07,TCGA-50-5939-11A-01R-1628-07,TCGA-44-6778-11A-01R-1858-07,TCGA-38-4625-11A-01R-1758-07,TCGA-44-2668-11A-01R-1758-07,TCGA-38-4632-11A-01R-1755-07,TCGA-50-5933-11A-01R-1755-07,TCGA-55-6972-11A-01R-1949-07,TCGA-55-6985-11A-01R-1949-07,TCGA-49-6761-11A-01R-1949-07,TCGA-55-6984-11A-01R-1949-07,TCGA-44-6776-11A-01R-1858-07,TCGA-55-6975-11A-01R-1949-07,TCGA-55-6981-11A-01R-1949-07,TCGA-50-5935-11A-01R-1858-07,TCGA-44-2655-11A-01R-1758-07,TCGA-55-6979-11A-01R-1949-07,TCGA-44-2662-11A-01R-1758-07,TCGA-49-6744-11A-01R-1858-07,TCGA-49-6745-11A-01R-1858-07,TCGA-44-3396-11A-01R-1758-07,TCGA-44-6146-11A-01R-1858-07,TCGA-50-5930-11A-01R-1755-07,TCGA-44-2661-11A-01R-1758-07,TCGA-50-5936-11A-01R-1628-07,TCGA-44-5645-11A-01R-1628-07,TCGA-55-6971-11A-01R-1949-07,TCGA-44-3398-11B-01R-1758-07,TCGA-44-6144-11A-01R-1755-07,TCGA-44-6145-11A-01R-1858-07,TCGA-91-6829-11A-01R-1858-07,TCGA-91-6836-11A-01R-1858-07,TCGA-49-6742-11A-01R-1858-07,TCGA-55-6969-11A-01R-1949-07,TCGA-55-6986-11A-01R-1949-07,TCGA-38-4626-11A-01R-1758-07,TCGA-91-6847-11A-01R-1949-07,TCGA-49-4490-11A-01R-1858-07,TCGA-49-4512-11A-01R-1858-07,TCGA-91-6835-11A-01R-1858-07,TCGA-50-6595-11A-01R-1858-07,TCGA-55-6978-11A-01R-1949-07,TCGA-55-6983-11A-01R-1949-07,TCGA-91-6831-11A-02R-1858-07,TCGA-44-6777-11A-01R-1858-07,TCGA-55-6968-11A-01R-1949-07,TCGA-50-5932-11A-01R-1755-07,TCGA-44-6148-11A-01R-1858-07,TCGA-55-8513-01A-11R-2403-07,TCGA-97-8177-01A-11R-2287-07,TCGA-53-7626-01A-12R-2066-07,TCGA-91-8497-01A-11R-2403-07,TCGA-44-3919-01A-02R-1107-07,TCGA-99-7458-01A-11R-2039-07,TCGA-44-6146-01A-11R-A278-07,TCGA-55-8208-01A-11R-2241-07,TCGA-75-7030-01A-11R-1949-07,TCGA-86-8671-01A-11R-2403-07,TCGA-55-8087-01A-11R-2241-07,TCGA-S2-AA1A-01A-12R-A39D-07,TCGA-97-8174-01A-11R-2287-07,TCGA-97-7552-01A-11R-2039-07,TCGA-93-A4JP-01A-11R-A24X-07,TCGA-86-A4P7-01A-11R-A24X-07,TCGA-MP-A4TJ-01A-51R-A262-07,TCGA-86-8668-01A-11R-2403-07,TCGA-55-7284-01B-11R-2241-07,TCGA-55-8206-01A-11R-2241-07,TCGA-93-A4JN-01A-11R-A24X-07,TCGA-05-5429-01A-01R-1628-07,TCGA-93-7348-01A-21R-2039-07,TCGA-55-8097-01A-11R-2241-07,TCGA-69-8254-01A-11R-2287-07,TCGA-05-4433-01A-22R-1858-07,TCGA-69-7761-01A-11R-2170-07,TCGA-97-A4M1-01A-11R-A24X-07,TCGA-86-8056-01A-11R-2241-07,TCGA-55-8619-01A-11R-2403-07,TCGA-55-8299-01A-11R-2287-07,TCGA-55-8207-01A-11R-2241-07,TCGA-55-A57B-01A-12R-A39D-07,TCGA-97-8172-01A-11R-2287-07,TCGA-55-7728-01A-11R-2187-07,TCGA-NJ-A55A-01A-11R-A262-07,TCGA-55-6987-01A-11R-1949-07,TCGA-86-8076-01A-31R-2241-07,TCGA-38-A44F-01A-11R-A24H-07,TCGA-05-4249-01A-01R-1107-07,TCGA-86-A4P8-01A-11R-A24X-07,TCGA-75-7025-01A-12R-1949-07,TCGA-69-8453-01A-12R-2326-07,TCGA-55-8204-01A-11R-2241-07,TCGA-44-2657-01A-01R-1107-07,TCGA-67-4679-01B-01R-1755-07,TCGA-44-2661-01A-01R-1107-07,TCGA-55-A48X-01A-11R-A24H-07,TCGA-55-8512-01A-11R-2403-07,TCGA-93-7347-01A-11R-2187-07,TCGA-55-6971-01A-11R-1949-07,TCGA-64-1681-01A-11R-2066-07,TCGA-MP-A4TH-01A-31R-A262-07,TCGA-50-5942-01A-21R-1755-07,TCGA-L4-A4E6-01A-11R-A24H-07,TCGA-44-2666-01A-01R-0946-07,TCGA-05-4403-01A-01R-1206-07,TCGA-97-7553-01A-21R-2039-07,TCGA-55-6984-01A-11R-1949-07,TCGA-50-8459-01A-11R-2326-07,TCGA-97-7546-01A-11R-2039-07,TCGA-55-6983-01A-11R-1949-07,TCGA-97-7547-01A-11R-2039-07,TCGA-73-7498-01A-12R-2187-07,TCGA-55-7573-01A-11R-2039-07,TCGA-93-A4JO-01A-21R-A24X-07,TCGA-69-7974-01A-11R-2187-07,TCGA-99-AA5R-01A-11R-A39D-07,TCGA-50-8457-01A-11R-2326-07,TCGA-44-7659-01A-11R-2066-07,TCGA-44-5645-01A-01R-1628-07,TCGA-44-6146-01A-11R-1755-07,TCGA-55-7574-01A-11R-2039-07,TCGA-44-6147-01A-11R-1755-07,TCGA-97-8552-01A-11R-2403-07,TCGA-J2-A4AE-01A-21R-A24H-07,TCGA-97-A4M5-01A-11R-A24X-07,TCGA-44-6148-01A-11R-1755-07,TCGA-55-6985-01A-11R-1949-07,TCGA-86-8280-01A-11R-2287-07,TCGA-55-8621-01A-11R-2403-07,TCGA-91-6835-01A-11R-1858-07,TCGA-97-7941-01A-11R-2187-07,TCGA-49-AARR-01A-11R-A41B-07,TCGA-97-A4M7-01A-11R-A24X-07,TCGA-38-4626-01A-01R-1206-07,TCGA-55-7816-01A-11R-2170-07,TCGA-78-7540-01A-11R-2066-07,TCGA-97-A4M2-01A-12R-A24X-07
SLC19A3,10.792115478800001,9.879311919500001,9.489490596900001,10.6636546614,10.6586088571,10.5105274047,10.6964674627,9.567103124299999,11.3687575145,10.5395143025,9.271656009500001,10.5815915916,11.2406239123,10.3001115423,10.5687062364,8.7614577202,7.6707352002,9.6667169273,11.133569718499999,10.2689960887,10.2706849461,10.5977103429,11.128052178599999,10.1470116419,11.5297122652,10.6559833512,10.5364527181,9.1756261075,10.986458538299999,10.805269463399998,10.9813448107,9.6317919379,10.0958995201,10.15813484,10.5235567059,10.0544122695,10.4842379012,10.0686062814,10.1579362914,10.198514102799999,10.6464523817,8.951921689099999,9.750316103400001,10.4536853316,8.9736631283,10.4624936964,9.5837214566,10.7319549191,10.295559917,9.0817767097,8.2317917504,10.6334498917,10.408056105,11.4019586333,10.7542343395,10.447650023,10.877051141199999,10.4022749561,10.7174447999,8.622065601000001,7.6105064163,8.0228903942,8.8157274863,5.5151367598,7.546796914600001,7.1010441028999995,7.53588183,7.981633359,8.149519584,5.7912305834,7.016449450800001,7.7559113803,6.5714798575,9.8635244225,8.5083633522,7.5249161877,7.0028239684,8.0673649429,7.8666287176,7.0507131251,7.8024597901999995,6.230918031799999,6.9053850077,7.4220322438999995,7.511412967899999,7.571699783200001,9.7816003572,8.4810445417,9.424793276599999,7.9731973148,6.4080472429999995,6.6581297836,7.7608136415999995,7.053795281699999,7.2585349,7.1274113212,6.7008126023,8.0008874961,5.972812661799999,10.0227876486,6.395693372799999,9.017042607899999,5.8449368425,6.110631554199999,7.0616573628,7.376866439800001,6.922326067,7.4943354874,6.7949771627999995,7.7988212328,7.6702773256,6.6217323808,7.850810618,9.007289459199999,7.1219234014,6.6694775838,9.9040175105,7.9184090814,8.3530326927,7.6666446611,6.8077029726,5.5451814525,7.4364253561,7.5306063944,7.3108629852,6.6911873221,9.9117405645,6.155828988400001,6.4588822678,5.2512654901,7.1830882062,8.385952967,6.2611776811,8.863374411799999,6.645333669199999,8.5975105782,7.745221183099999,6.5422221575999995,6.7791860338,9.9673548064,7.255137078300001,7.6979782184,8.6119216369,7.7231941733000005,7.953429162000001,10.0461715004,7.05880946,8.8649722313
SLC1A7,6.871871573,7.26754005,6.8282121223,7.4533897739,6.8274453122,7.1848972464,7.738057051,7.5534587898000005,7.939100363400001,7.8755480016999995,7.7842360245,6.576341955399999,8.110226235,6.9144186657,8.5780698462,7.5122339955,6.4298836366,6.8638632103,7.445159311599999,7.4162602841,6.8304707613,8.2522394815,6.884591792899999,7.8292676814,7.728101806900001,7.7990626463,7.5542076015,6.3249718468,8.172327965,8.045348322799999,7.1128098998,7.0344580258,7.806991259199999,7.7093405672,8.380974347899999,8.2376201262,9.0389573465,7.9466118002999995,8.4464243232,7.3734810494000005,7.6467399698000005,9.638829596799999,7.305967609500001,6.4337629432000005,8.0259982913,6.7936013675,9.3654006978,6.3631880861,7.512639855900001,7.907292624,7.7020110538,7.4087005277,5.9182803333,5.9117659335,7.4728642575999995,8.7046889328,9.0789733231,7.9520939407,7.316358383300001,7.514871830700001,9.9296221871,13.232734243800001,8.2915371626,9.4102669249,10.486738840800001,7.243899784,6.9268069296000006,7.425680098300001,7.4923938878,7.8876699498,8.885019247699999,7.461510539500001,7.2016635071,6.5669892433,9.8154771538,6.0377875156,8.4676631328,9.0055287395,13.414617326099998,7.8798352857000005,11.0255705019,7.3332299861,12.1348664811,7.2996291079999995,6.109601887899999,6.9019485473,12.9900715178,6.7023766201,8.2571533066,6.752131702100001,13.1056442554,6.9706999857000005,11.2457895949,9.5544495796,12.0573260288,6.020704969700001,5.9567219317,7.4147737194,12.4517011294,6.8078351691,8.3073971823,7.265312336799999,5.731845015399999,14.273243360999999,8.0673242694,9.2730066033,6.985378217999999,7.3361926577,11.112754435,7.0331086534,12.665401223699998,7.428696723200001,13.3938031455,8.263831581,6.493707561799999,6.9099750534,7.509106999199999,5.1679379301,7.8291713224,8.1322998689,6.068561784500001,7.2878283165,8.1406817928,8.5777880279,8.4886076757,8.9753221028,11.7772925716,11.2892093503,7.2577968825,10.1044284228,7.6332794055,7.317823333,11.221089129300001,13.827121095399999,6.5812783107,7.3699413290999995,7.667233618200001,11.963238588900001,13.0114026822,8.4879529713,6.5181581936,7.3234913668,6.751156486599999,13.6660264176,7.856806820599999,9.3470357877,8.3274942653,8.8933038223
SLC22A18AS,5.9491720687,5.399105301900001,6.672111517,5.8273019107,5.8228627563,5.2795104246,6.8896364528,5.4000188494,6.266252255,5.981611760700001,6.4390102233,5.5283084715,5.8895172168,6.234456536900001,6.2125242686,5.859857766,7.2658167223,5.4895766928,6.0782305191,5.769100863999999,6.0595137009,5.3982461336,5.3915537895000005,5.943369779,6.247549278099999,6.0772785096,6.199634264099999,5.880426309400001,6.1265158311,5.7916726381,5.927476775900001,5.740632088300001,6.1820999218,5.613044169099999,5.8635981015,6.1052750973,6.2610586772,5.414063069,5.9018295841,6.5003620492,5.1276862357,6.5088134487,5.7230186625,6.2716623075,5.6432004063,5.8754626108000005,5.9557630066,5.8870621535000005,5.9972701636000005,6.4296134267,5.946979230299999,5.7614053508000005,5.713212004,5.9563948233,5.704958957300001,6.3366715905,5.8934398299,5.9059396378999995,5.692371730700001,7.263119859,8.7300835258,5.8404621483,7.507616459099999,7.7909465373,8.7755472554,8.5733539068,6.8619003792,6.6752690628,7.137854658999999,7.681763600499999,9.2218211536,5.6844750705,7.1843330276,6.3507213381,7.718992843400001,6.913045135700001,8.189472935,7.523429254600001,7.4775181917,7.3073903337,9.865257032,8.5766003729,7.2311583957000005,9.0606003711,8.2248066015,7.7207499116,7.524604886900001,6.9079687886,7.1922087056,6.6455338494000005,5.6568028538,6.5188220402,6.3621924807,8.0517404403,6.9904804826,5.8790144101,6.2904380025,8.0807410004,7.4543346718,5.9092701512,8.830231752000001,7.1693001393,6.8485697206,6.900581613,6.0388098838,8.264630111,6.5971474045,5.9176751677,6.9221019975,5.8613821605,7.5279436473,7.5713478214,7.1487720924,6.9163259835,6.5485042641,8.5742286896,6.1748273777,8.4751548371,7.2818720583,5.933017916,7.551454925700001,8.660328080800001,7.5805709950999995,5.7804477380999995,9.0215171182,5.258673226,6.0843938038,7.1670169353999995,6.6845287603,7.6152354647000005,8.9132565512,5.8147986752,5.924139283500001,7.676735923400001,7.8258239724,5.5535971802,7.4126595629,6.8011882307,7.699346266699999,6.8352927522,7.153163393,8.853820359,5.9393342219,9.4028374093,7.1958542285,6.2148154711000005,9.447145179,6.935973511
SLC22A8,4.2502832035,4.2306996864999995,4.6932463454,3.7753563044,4.8613916969,4.2276490863,3.7753563044,4.3762450764,4.4511755192,3.7753563044,6.8911056461,4.8273761677,4.4228437472,4.6175081504,6.5213787999,4.2934815812,4.3105936118,4.5299574399,3.7753563044,4.3618174882,4.6941322994,4.1099294693,3.7753563044,3.7753563044,4.4874389691,3.7753563044,4.9582477292,3.7753563044,4.7256288117,4.2289793982,4.4117568752,4.389409602200001,3.7753563044,4.6408565834,4.6889329625,4.8877069284,4.43684578,3.7753563044,4.2382213505,4.218878499800001,4.2407971403,4.4088848925,3.7753563044,4.2140092009,4.4554009614,4.609512621,3.7753563044,3.7753563044,3.7753563044,4.294719417900001,4.385954605299999,4.5763771663999995,4.2519443807,3.7753563044,4.9422591125,3.7753563044,3.7753563044,4.281110743999999,4.2728010851,3.7753563044,4.3075858543,4.1874726088,3.7753563044,3.7753563044,4.2112689342000005,4.326530867,3.7753563044,3.7753563044,3.7753563044,4.0568521916,3.7753563044,4.2611407038,3.7753563044,4.1044273082,4.2784648963,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.0657166548,3.7753563044,3.7753563044,3.7753563044,4.7188400451999994,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.3168394997,3.7753563044,3.7753563044,3.7753563044,6.148639284600001,3.7753563044,3.7753563044,3.7753563044,4.6907956114,4.0887698341,4.1605859688999995,4.1261411439,3.7753563044,4.3612478586000005,3.7753563044,4.1425986923,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.0734117929,4.3716548037,3.7753563044,3.7753563044,4.2947659469,3.7753563044,4.4098230882,4.0593445368,3.7753563044,3.7753563044,3.7753563044,4.446402175299999,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.2539720792,4.9269558149,3.7753563044,3.7753563044,4.1607058188999995,3.7753563044,4.0861430154,4.3236733243000005,3.7753563044,4.3073187712,4.1145094526,3.7753563044,4.2781172092
SLC24A2,3.7753563044,4.5576909409,3.7753563044,3.7753563044,4.4717774118,4.2276490863,3.7753563044,3.7753563044,4.3619499303,3.7753563044,3.7753563044,4.4494043921,3.7753563044,3.7753563044,3.7753563044,4.2934815812,3.7753563044,3.7753563044,4.4642476579000006,4.5290964068,3.7753563044,4.1099294693,3.7753563044,3.7753563044,4.6432110794999994,4.7235181005,4.2177527574,4.553693533,3.7753563044,4.7738252314,4.2271682555000005,4.5246543838,3.7753563044,3.7753563044,4.94249454,4.238808457,4.1594859468,4.5392888234,4.2382213505,4.218878499800001,3.7753563044,4.2251132156999995,3.7753563044,4.6429143395,3.7753563044,4.3357102336,3.7753563044,4.2645083085,4.2444267987,4.6655936316,4.5204683967,4.1058651395,3.7753563044,4.2951181315,3.7753563044,3.7753563044,4.466281171,4.281110743999999,4.2728010851,4.5604251352,6.0156205128,4.356228849,4.9667385768,5.385521241599999,6.4843535895,4.7189273942000005,6.1288148003,8.1374074906,5.714522861900001,4.9698993102,5.694288675,5.5513982189,4.8425412349,4.2397351473,4.8789461125999996,4.8677716223,6.5408587341999995,4.5311113567,4.5386596751,5.3119019387,6.068695110299999,7.6315651647000005,5.273419752,4.3950452772,4.5994909107,5.3717609403,4.3992051859,4.9404586784,4.6923589204,5.8271762723,6.897291142699999,6.077819616499999,5.2077365429,4.9020976339999995,5.5713430104,4.9956931822,4.5861810663,4.5602530438999995,5.0994909488,4.1263277022,5.855054812300001,4.1605859688999995,6.4160004655,4.878607236600001,4.9245817116,5.0819631635,5.343766992,4.5583462842,6.7534222296,5.1735235537,4.8564689089,4.4074233519999995,4.5206976355,3.7753563044,4.4141722373,4.6573158787,5.1891482576,4.8914864675,9.1588346954,5.417299847100001,5.7475302617,4.4098230882,4.7804918037,5.6394411232,5.0151008389,4.9218904073,4.9180435208999995,5.8580643951999996,4.8999696884,5.4713441012,4.3332768632,6.558603429500001,5.9942084513,5.0858013729,4.661287011000001,5.9999886710000006,4.6435195785,6.7643473134,6.306773071499999,5.414261305299999,4.8914822195,5.1188514033,4.1642344186,5.0381449816,4.649107126700001,4.7750399754,4.7237925914,4.878211196700001
SLC25A48,3.7753563044,3.7753563044,3.7753563044,4.2979522649,3.7753563044,3.7753563044,3.7753563044,4.619215945,4.1155751007,4.1843270205000005,4.193994722799999,4.2541272138999995,3.7753563044,3.7753563044,3.7753563044,4.2934815812,4.3105936118,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.4532597217,4.4142877534,3.7753563044,4.3081326644999995,3.7753563044,3.7753563044,4.3086260749,3.7753563044,3.7753563044,3.7753563044,4.1033500352,3.7753563044,3.7753563044,4.2251132156999995,3.7753563044,4.3933614962,4.2584248633,3.7753563044,4.2567664302,3.7753563044,3.7753563044,4.294719417900001,4.5204683967,4.3453525400999995,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.1279695848,4.4189505360000005,6.7796114353,3.7753563044,4.8141084299,5.3624573863,5.0465513629,5.1856811792,5.1937142781,4.6945201742,3.7753563044,4.9698993102,5.2603252551,4.6090899183,4.6531106856,4.5049771451,5.6080403251,5.0274525974,5.056673190400001,4.0868266987,5.4945864475,4.2381952305,5.8055508808,4.7647206714,4.353187602799999,4.5557001274,3.7753563044,4.1698948193000005,6.2660396377,4.5635331156,3.7753563044,4.3889809671,4.7272372344999996,5.3586772107,4.3082430514,4.8562939105,3.7753563044,4.6965720393,4.7076789202,4.3337404819,4.3995809787,4.6248531173,4.795490812200001,4.4387184631,4.1261411439,5.5278352898000005,4.1910574238,5.385027840399999,4.5879693073,4.992227954700001,5.714885519199999,4.9310118535,4.4368436615,4.2927963583999995,4.208848429700001,4.3412341075,4.4881512139,4.608268842799999,4.4623061838,5.0838484302,4.6812997875999995,5.0635384564,4.3918531306999995,5.3113771205,4.5196505318,5.0768075825,4.2943931169,3.7753563044,4.1651005234,4.7079450298,5.7702276589,4.8407184389,4.1710868672000005,3.7753563044,6.0167576421,6.6640819338999995,5.9717425010000005,4.7200169707,4.1682798938,4.6779444408,5.1944637117,4.5393886456,4.4916136166000005,5.054183238,4.7865241473,6.7497336346,4.7226954908,5.0093163837,3.7753563044,4.7663743966
SLC25A5P5,4.2502832035,4.2306996864999995,3.7753563044,3.7753563044,4.2701667597,4.2276490863,4.5779802485,4.3762450764,4.1155751007,4.3518240893,4.193994722799999,4.2541272138999995,4.2351034783,4.2008918304,4.3685366165,4.2934815812,3.7753563044,3.7753563044,3.7753563044,4.2552875789,4.3117270905,4.1099294693,3.7753563044,4.3040951538,3.7753563044,4.2557924616000005,4.2177527574,4.3290189226999995,4.3305363237,4.2289793982,3.7753563044,4.0841161596,4.4537948382999994,3.7753563044,4.1535019135,3.7753563044,4.43684578,3.7753563044,4.2382213505,3.7753563044,3.7753563044,4.6643836955,4.2676963843,4.3933614962,4.4554009614,4.4595394656,4.3636164912,3.7753563044,4.2444267987,4.6655936316,4.385954605299999,4.1058651395,4.2519443807,3.7753563044,3.7753563044,4.4745624339,3.7753563044,3.7753563044,4.1279695848,4.8727151153,4.902730501000001,5.2566696162,3.7753563044,4.5584909712,4.0841770075,4.326530867,5.3240605277999995,4.5299763071,4.4527314474,6.2306076237,3.7753563044,4.8422634709,4.4007319247000005,4.6351063234,4.5649846637,4.8677716223,3.7753563044,4.3127745469,4.0667391219,4.2381952305,3.7753563044,4.1858379533,5.3199147385000005,3.7753563044,4.7228563554,3.7753563044,4.3992051859,5.4620558812999995,3.7753563044,3.7753563044,4.0977653008,4.3168394997,4.7919973493,4.6447431970999995,4.467670523,4.3638445769,4.7621804129,4.1714177286,3.7753563044,4.3803148319,4.5357383677,4.5391550406,5.0493124845,4.375212878,4.1910574238,4.4905368327,3.7753563044,4.1704381635,3.7753563044,4.9310118535,4.3494569616000005,4.1422167332,4.208848429700001,4.3412341075,4.3297012938,4.2897923892000005,4.6779236266,3.7753563044,4.1858104082,4.9659915438999995,5.438700367,4.2947711533,4.1763331826,4.614770564800001,4.1433548324,4.0786831843,4.1651005234,4.279993946399999,3.7753563044,6.5462709835,3.7753563044,5.8147986752,5.6286611658000005,4.182838455400001,4.4658200538,6.6331464558,3.7753563044,4.4186984324,4.317583240199999,4.5393886456,4.397218184100001,3.7753563044,4.1642344186,4.7108156299,4.4761593875,4.1145094526,4.3626053225,5.3011699382
SLC26A3,4.5907759314,4.5576909409,4.528919385,4.2979522649,5.3458166789999995,4.2276490863,4.4334594755,6.5930013673,4.2553964495,4.1843270205000005,4.7837551138,4.4494043921,4.786890399,4.6175081504,4.2608112743,4.4082560385,4.6922320605,4.5299574399,4.9474198796,4.4510236029,4.830605342,4.6491228510000004,4.2453380236000005,4.5190366635000006,4.6432110794999994,4.6000713438,4.5357819396,4.553693533,4.6453568627,4.6718507168,4.4117568752,4.4606225476,6.0129770052,4.485488684,4.3086260749,4.238808457,4.43684578,4.6541614288,7.294423803300001,6.6224404266,7.032304291900001,4.7655691499,4.2676963843,4.5294417961,4.4554009614,4.5629889938999995,4.1165504915,4.4638868768,4.7016426058,3.7753563044,4.6326624858,4.8489825363,4.5935792933999995,4.9140840491,4.7924994674,4.2721643754,4.2662251151,3.7753563044,5.3857284362,3.7753563044,4.5238936404,4.2792463649,3.7753563044,4.2915973815,4.4607556164,4.326530867,4.1132409232,4.3119584731,4.168820628500001,4.0568521916,4.3794409957,4.172617806,4.138292778,4.2397351473,4.2784648963,4.2301781393999995,4.2413779576,4.3947398039,4.3552022607,4.1033314476,3.7753563044,4.1858379533,4.5872500652,4.5063860753,3.7753563044,4.331606451,3.7753563044,4.2617323063,4.3611006353,4.1314049124,4.2303726207,4.4717382311,4.0429332378,4.5819404532,4.6193373877,4.2858749742,4.109997230299999,4.5602530438999995,3.7753563044,4.6907956114,4.0887698341,4.1605859688999995,4.270234092,4.5074508761,4.1910574238,4.3962786968000005,4.4080745808,4.1704381635,4.1179676049000005,4.454274767,4.2451283517,4.1422167332,3.7753563044,5.5501624628999995,4.228896729200001,4.4371956509,3.7753563044,3.7753563044,3.7753563044,4.8575966333,3.7753563044,4.1436242882,3.7753563044,4.504812829,4.5896082683,4.2035425223,4.3248873128,4.279993946399999,3.7753563044,4.3539581565,4.1710868672000005,3.7753563044,4.530127093,4.3497394285,3.7753563044,4.5270574345,4.3293433181,3.7753563044,3.7753563044,5.0703070544,3.7753563044,5.8400423758,4.1642344186,4.5196441357,4.3692805026,4.1145094526,4.3626053225,4.5644468028
SLC27A6,6.833965070700001,6.297227199500001,7.075849481900001,6.3468146197,6.8274453122,8.0301592391,6.7780662223000006,7.8392094314,7.2804809574,6.3501828316,6.675019224600001,6.2901317504,6.9380379519,5.3500838475,6.2436841592,6.845665210599999,4.8284449786,6.344940993400001,7.6994062929,6.923931769099999,7.138836453400001,6.991585961699999,7.7913105807,5.2987042836,7.3735133228,8.211840908,6.8409907799,5.9322319832,7.9681062285,7.3584457762,7.4077116224,7.6813840421,7.3253833822,6.6925271111,7.7783513017,7.539194393,7.1723354666,7.2217441774,6.7368630841999995,6.9506603227,6.647764682999999,5.5727330514,7.082123546,6.319977294,6.7090557724,7.5544465349,5.6848365526,7.6869239374000005,7.4166637404,6.1578226593,7.50744416,8.0332786977,6.5896337165,6.5492686777,7.4728642575999995,6.8982926608,5.3342894252,7.617938850700001,7.5884762288,6.8020861137,3.7753563044,5.1276187535,5.7421451478,4.3704183654,4.6882802828,5.2753323897,4.7164495948,5.9237667022,5.2402219328,4.0568521916,5.360825677099999,4.2611407038,6.7721701937,6.3636740857000005,5.464919476,4.9508998532,4.6957680647,5.7556684312,4.9131523494,5.1548860425,4.2915917482,4.588293799,4.4807447226,5.6536872849,5.931764197200001,4.331606451,6.0279974377,5.0285188257,6.1872098953,4.277623505799999,4.5571378242,5.457340987,4.9955113719,5.5486751084,5.270500710199999,5.557112725900001,5.9013602761,6.7364520771,5.2791161374,6.1007830259,4.8389392544,5.337210659,5.800894820700001,6.2818822728,4.1910574238,4.3962786968000005,5.4131553586,5.5940644308000005,4.534472430899999,5.1735235537,4.2451283517,5.1894621622,4.208848429700001,6.0479061611,5.469310736900001,4.8283908326,6.1076401437,4.2844015888,5.1494775291,5.3113628788,5.9337937912,5.450590772000001,4.4063574323,4.7965357711,5.1516861125,4.5117030101,6.418160478300001,4.8821774791,4.2441260348,4.3539581565,4.9941269589,4.4369540115,4.8923585629,6.216212924500001,4.8860377692000005,5.2330231919,6.5034503014,5.1039759109,5.1329840076,6.084560013300001,5.571623123999999,5.2374602521,5.2680977556,4.4425141954,4.9934898797,4.5269451472,5.4248127739,6.6841703700999995
SLC28A2,5.9118748655,4.8689775082999995,4.8295981251999995,5.3566481356,5.5809790327,6.0582119523,4.8966931927,4.5087019644,4.3619499303,4.4790908007,5.1195481023000005,4.5972622473,4.8791537385,4.9505577616,5.9330175036,4.1427051231,4.3105936118,3.7753563044,4.4642476579000006,5.2025257365,4.5296544747,4.4401069804,5.2084929732,4.3040951538,4.8851548661,4.9268183157,4.2177527574,4.3290189226999995,4.4532597217,5.2243796711,5.0903427838,4.5832216002,4.6025695901,5.0731430007,5.1871001106,4.6908150261,4.7029969055,5.2553752138,5.3409064526,5.7145465224,4.430795953600001,5.2716983544,5.461517840599999,4.7418231784,4.2584248633,7.224478560700001,5.274224551700001,4.8494042863999995,4.9006628063,5.108908755,5.3270505356,4.9794589779,4.9179709129,5.2746968448,4.6114098520999995,4.6276625482,4.2662251151,4.9848199759,5.5347815345,9.1828091815,5.809523176799999,4.0672601702,5.0348424685,4.6111425372,5.2834411561,4.7189273942000005,8.0421627326,6.016373924,4.6446866428,9.9633780091,4.6236428606999995,4.7714762329000004,5.4606047415,5.813778726900001,4.6382676952,5.7181031543,4.8936343537,11.1499854773,4.8787093958,5.4234825136,5.5354171941,5.848275203099999,6.0123713475,5.605111587300001,9.0637236694,4.9906370394,5.2503199751,5.1846936086,4.5982256888,4.8230412963,4.2303726207,5.4334416538,8.1017181385,11.836502595399999,6.2229507699,4.6965720393,5.6751851029,5.7850216373,11.2799109024,4.8086416437,6.3842269449,6.062005325,5.988254080700001,4.5074508761,5.362641046,5.0372919714,4.7319913501999995,7.4086541418,4.7848841908,4.6031496946,5.3331106163,6.853933559400001,7.874056329,4.5706597781000005,3.7753563044,5.588673710399999,4.9442274116,5.0838484302,5.0371092697,3.7753563044,5.1764783477,11.9775669999,5.4744454774,5.6015534087,6.2118519645,4.4487365951,5.1817331072,4.279993946399999,5.2050428324,4.6813870724,5.1536437824000005,4.2452073908,7.308139071699999,5.948049055199999,5.2200774250999995,8.9680070958,10.2342899806,5.6843357552,4.8417603698,5.018409238399999,5.0838435353,7.2764172912000005,6.7374641592,4.5889313857,4.8828298382,5.1634157255,6.0256016,8.009167484299999
