"feature_ids","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","type"
"PSMD10P2",19.4587534664833,6.71675817621659,0.426470036016037,15.7496602550619,6.90512863051081e-56,6.13340545030525e-53,"Up regulated"
"ADAM28",1675.42886498837,3.11096000631257,0.198016962579967,15.7105733053361,1.28016216940857e-55,1.08971137666385e-52,"Up regulated"
"C6orf222",94.3043059359631,6.50836793329681,0.414257580845435,15.7109205340654,1.27316969801037e-55,1.08971137666385e-52,"Up regulated"
"CDHR2",218.344123551473,5.9706813916471,0.381893646756571,15.6344088003459,4.24395350922746e-55,3.46807392867049e-52,"Up regulated"
"FER1L4",866.440022621178,4.05623693464853,0.259465503839617,15.6330489973565,4.33551471852202e-55,3.47342737027629e-52,"Up regulated"
"RASAL1",491.664585641944,3.75568951229127,0.240647924861238,15.6065734390058,6.56705145672254e-55,5.16006068211974e-52,"Up regulated"
"MYBPC1",133.894277380505,6.97704247416809,0.447292295502592,15.5983962708959,7.46457844450831e-55,5.754626616305e-52,"Up regulated"
"MMP1",5220.62289474374,5.79921571163343,0.372409154211434,15.5721620858464,1.12537987803741e-54,8.51516600680197e-52,"Up regulated"
"PITX2",331.929276598546,7.11623274292549,0.459945112699989,15.471917292808,5.36840056757293e-54,3.98813597800841e-51,"Up regulated"
"ENSG00000230650",71.0183735237922,4.08692423581933,0.264550253598095,15.4485742509557,7.71307299148304e-54,5.62765088141081e-51,"Up regulated"
"CA9",931.695375347949,6.04191751153817,0.391745156121474,15.4230816057995,1.14507440265936e-53,8.20817456460679e-51,"Up regulated"
"KIF26B",2078.98849368788,2.79491616015031,0.181371569428408,15.409891246784,1.4044800371686e-53,9.89407755839167e-51,"Up regulated"
"RHBDL2",469.30224512496,2.73474209198409,0.17780146908756,15.3808745564264,2.19956453092539e-53,1.52325435879798e-50,"Up regulated"
"TCN1",1235.0752414781,7.56703118485723,0.492056559673971,15.3783768066643,2.28607167324788e-53,1.55677670828725e-50,"Up regulated"
"MNX1",115.750062242588,4.24980466785938,0.277285665236444,15.3264492206459,5.09063679980411e-53,3.40980867218354e-50,"Up regulated"
"EPS8L3",337.71781350652,9.08198606133916,0.593333331298948,15.3067181333914,6.89566698917305e-53,4.54435576630035e-50,"Up regulated"
"UNC5CL",718.079480022141,3.13478957397742,0.205425177581152,15.2600066403206,1.4123395195758e-52,8.8779662200535e-50,"Up regulated"
"STX1A",777.470352810186,2.92013432467753,0.192751501748918,15.149735790289,7.60718031334075e-52,4.57090853562926e-49,"Up regulated"
"ARL14",170.912453234504,7.10832926584555,0.470466382023878,15.1091120161797,1.41027385181695e-51,8.35106946541864e-49,"Up regulated"
"TUBB3",361.5388648281,3.44882295875176,0.229761757111009,15.0104308137123,6.27388868283555e-51,3.61049039002786e-48,"Up regulated"
"UGT2B15",207.978402876183,7.97332942713073,0.531433715643383,15.0034316461796,6.9719484630263e-51,3.95648392014988e-48,"Up regulated"
"IGSF9",1239.70437246767,3.00685629832926,0.200845857615595,14.9709649679914,1.13660029428475e-50,6.36169197591514e-48,"Up regulated"
"MNX1.AS1",70.8528038854555,4.50720925306106,0.302586443195121,14.8956086910827,3.51964607292298e-50,1.91745625191413e-47,"Up regulated"
"CBLC",876.889436533022,2.90011360820484,0.194726956252877,14.8932313430642,3.64708370301959e-50,1.96073938186418e-47,"Up regulated"
"IQGAP3",1352.52206982094,2.60938597410658,0.17612230660109,14.8157608451992,1.15869809668262e-49,6.14847344576039e-47,"Up regulated"
"LINC01977",70.5839971216049,4.12035002491761,0.27819558801106,14.8109826412984,1.244082163717e-49,6.51691706760424e-47,"Up regulated"
"TM4SF4",1877.7881296089,7.51216524462013,0.508350965919214,14.7775174008697,2.04568563139036e-49,1.05803378750606e-46,"Up regulated"
"MEX3A",1303.7314161262,3.28373791079848,0.222351772082523,14.7682111100053,2.34864341285573e-49,1.19954026507341e-46,"Up regulated"
"B3GNT6",820.424579554233,6.0235818699973,0.40793004497941,14.7662128449042,2.41930618551526e-49,1.22037569671566e-46,"Up regulated"
"DNAJC22",465.288920519805,3.7968587076008,0.257274485260749,14.7580072067879,2.73235589267929e-49,1.36147962706077e-46,"Up regulated"
"MUC6",2315.89129820303,7.81523173735316,0.533665104417813,14.6444496232876,1.46180152689553e-48,7.02679395146171e-46,"Up regulated"
"PLEK2",858.960509778071,2.80650691840241,0.192665372278719,14.5667427686091,4.57175038643527e-48,2.17205987255068e-45,"Up regulated"
"LINC02014",40.6469450550538,3.34433168496025,0.229922569152055,14.5454693608113,6.24013692168523e-48,2.89733811912655e-45,"Up regulated"
"COL17A1",3033.3968656722,5.25144010483308,0.36188443395752,14.5113732784913,1.02644811214543e-47,4.71231948473598e-45,"Up regulated"
"SMIM24",120.622540146498,5.75338302892071,0.396516930590678,14.5098042102517,1.05019896942689e-47,4.76778663242369e-45,"Up regulated"
"SERPINA4",153.704316726455,9.55854662592087,0.660708699722417,14.4671117997034,1.95510922513697e-47,8.77844042086501e-45,"Up regulated"
"INAVA",1943.41647051684,2.4677572192414,0.170915532054386,14.4384608559516,2.96387006998876e-47,1.30215878698571e-44,"Up regulated"
"AKR7A3",457.495296558744,5.17051208954857,0.358754740969066,14.4123867898777,4.32501610333118e-47,1.87995566985116e-44,"Up regulated"
"PERM1",140.134627449829,2.78361652454399,0.19318779171475,14.4088635199792,4.55138042357204e-47,1.95752476554453e-44,"Up regulated"
"FER1L6",311.388832155001,6.19714899999567,0.430322092405365,14.4011871790164,5.08622720949883e-47,2.16477247450951e-44,"Up regulated"
"AOC1",1847.47924368326,5.25519214394389,0.365306003332709,14.3857262021441,6.36069265576409e-47,2.65195450226393e-44,"Up regulated"
"TEDC2",271.17245494744,2.33448903480819,0.162273438880322,14.3861438502569,6.3224087271586e-47,2.65195450226393e-44,"Up regulated"
"FRMD5",337.517770932293,3.09727496908199,0.215565929564121,14.3681099111754,8.20397661513601e-47,3.38592202543275e-44,"Up regulated"
"SPINK1",9117.32717719761,6.31243692789633,0.439899105090383,14.3497380532278,1.06940386869296e-46,4.36947726709255e-44,"Up regulated"
"SPP1",27577.6551679076,4.21326920034218,0.293719212208054,14.3445475311902,1.15249466888202e-46,4.66235442335155e-44,"Up regulated"
"MUC3A",2959.74607439273,5.12824644783637,0.358236484699642,14.3152544949074,1.7571970059639e-46,6.97061286084264e-44,"Up regulated"
"ZFPM2.AS1",167.459417011543,4.47998077809158,0.313884365921233,14.2727107957196,3.2374523843882e-46,1.25980063784493e-43,"Up regulated"
"LINC01559",120.616457218191,7.94496711061402,0.55701250452422,14.2635345635558,3.69267558264964e-46,1.42338709086303e-43,"Up regulated"
"GREM1",2722.92529668893,4.05471309861346,0.2853872724249,14.2077572842022,8.20100972481722e-46,3.10263941061395e-43,"Up regulated"
"HNF4G",400.163357066548,3.56204354123022,0.251037620462853,14.189281808291,1.0674634452803e-45,4.00142100098237e-43,"Up regulated"
"PRSS3",180.050118145445,6.1959790520265,0.436783851453607,14.1854581651918,1.12727087670511e-45,4.18719643193581e-43,"Up regulated"
"CRABP2",8017.67852589184,4.22600862943927,0.298361372251816,14.1640608418724,1.52897311328426e-45,5.57788503890015e-43,"Up regulated"
"FOXA3",390.019303893275,4.31436821165363,0.305172296941815,14.1374831689792,2.23122509293778e-45,8.06775451967654e-43,"Up regulated"
"BLACAT1",228.731046640211,3.18868461599552,0.226146139487138,14.1001063437428,3.79197852477783e-45,1.34727348299041e-42,"Up regulated"
"SAPCD2",721.999240712126,2.60659115810342,0.185087837430021,14.0829953728804,4.83175799696066e-45,1.70190344825703e-42,"Up regulated"
"MUC13",2849.99067322705,6.5853949277596,0.468002161262787,14.0712917008557,5.70183387559131e-45,1.99120709677594e-42,"Up regulated"
"ADAMTS14",332.822494203483,2.83040160286362,0.20154560611814,14.043479574566,8.44616570980062e-45,2.9000158381239e-42,"Up regulated"
"STYK1",443.804399358912,2.71800340357329,0.194680375827735,13.9613630393766,2.68253950817496e-44,8.98408866922301e-42,"Up regulated"
"ABCC3",11017.0589249636,2.65316209346723,0.19008739541976,13.9575908629207,2.82833741268946e-44,9.39536897114462e-42,"Up regulated"
"VIL1",1159.5647876955,6.49970752041527,0.466011925764287,13.9475132739476,3.25766987066808e-44,1.07342849391635e-41,"Up regulated"
"CTHRC1",3118.64713198737,2.91642400247984,0.209289839180264,13.9348571048778,3.88978112007502e-44,1.27146053428116e-41,"Up regulated"
"FEZF1",161.090222229917,5.3472118455878,0.385481095515089,13.8715280925585,9.42473291330731e-44,3.05623144527638e-41,"Up regulated"
"PLPP2",3839.69192259355,2.22329148081149,0.160704414109414,13.8346634293305,1.57471781279334e-43,5.02667149319712e-41,"Up regulated"
"ENSG00000179066",49.6932193558276,5.24231830062264,0.378995469053587,13.8321397712578,1.63095778253765e-43,5.16583752222526e-41,"Up regulated"
"SPTBN2",2426.39927057886,2.14850122070399,0.155859534811558,13.7848558530708,3.14393932226732e-43,9.73168308852428e-41,"Up regulated"
"PDX1",62.3399910695851,10.0228697473797,0.727398345787283,13.7790659071842,3.40651297999123e-43,1.0387068197721e-40,"Up regulated"
"SALL4",118.006434780731,3.25288848430219,0.236460171744787,13.756602053952,4.64867681941396e-43,1.39661975120908e-40,"Up regulated"
"HS6ST2",1971.22021245757,3.26124865700208,0.237211242151971,13.7482887717132,5.21484230625092e-43,1.55527913716136e-40,"Up regulated"
"TRIM15",75.8600622493833,7.25688792298364,0.528290545627216,13.7365470252129,6.13318649944674e-43,1.81591208102097e-40,"Up regulated"
"ARHGAP40",472.865659154803,3.87869687706472,0.283022767264227,13.704540149039,9.53696019213065e-43,2.80338601791558e-40,"Up regulated"
"XDH",1048.83067275701,3.74619261627548,0.273812176891845,13.681614378148,1.30757060514117e-42,3.8161448111045e-40,"Up regulated"
"LINC00511",1055.05245089322,2.49531994511074,0.18254152915502,13.6698753245988,1.53658229099897e-42,4.45271034240617e-40,"Up regulated"
"PRSS2",660.072223671797,6.76435057833535,0.495116748780853,13.6621324061274,1.70904730496756e-42,4.91760308687814e-40,"Up regulated"
"GJB2",1641.31723814827,3.79212169933753,0.277768672173297,13.6520856353868,1.96182249633254e-42,5.60546191452107e-40,"Up regulated"
"TOP2A",5281.37091646133,2.50850280701593,0.184275552244503,13.6127813834336,3.36201133928085e-42,9.40879598025179e-40,"Up regulated"
"ENSG00000205922",69.6371045831364,8.12321486049024,0.597456624102856,13.5963257126626,4.21061324939364e-42,1.1703499779386e-39,"Up regulated"
"NECTIN4",2972.40944736497,2.20969241417165,0.16263600416195,13.5867357634493,4.80015656016303e-42,1.31630601940739e-39,"Up regulated"
"PPP1R14D",602.663960196596,4.84391075881582,0.356558666206056,13.5851718606567,4.90379572077254e-42,1.33576126236697e-39,"Up regulated"
"RUNDC3A.AS1",73.5911426704632,3.34035164646149,0.246059104514309,13.5754035724666,5.60342158381081e-42,1.51622650657567e-39,"Up regulated"
"CYP24A1",4231.34703036643,5.16198057579281,0.380803704716813,13.5554893816791,7.35201752267723e-42,1.97629002604651e-39,"Up regulated"
"RFLENSG00000178882",299.538149411079,3.85984498185077,0.285057162416397,13.5405998892689,9.00505088189923e-42,2.40481943780079e-39,"Up regulated"
"STRA6",709.231422039614,4.18401263683327,0.309309235036761,13.5269567245091,1.08419900194815e-41,2.8765770792597e-39,"Up regulated"
"E2F8",344.324231215167,2.37750699521257,0.175797853051847,13.5240957380258,1.12721173044617e-41,2.97140284479355e-39,"Up regulated"
"ANKRD22",850.409504083503,3.01889730563781,0.223616492457507,13.5003338638427,1.55669102135287e-41,4.02562268616815e-39,"Up regulated"
"ENSG00000259674",76.6239910638352,5.23531374654713,0.388520760371136,13.4749909928779,2.19512144418689e-41,5.64090987975044e-39,"Up regulated"
"ITPKA",622.308040695062,4.38403135201648,0.326481311825461,13.4281234276595,4.13764090848514e-41,1.04357944370243e-38,"Up regulated"
"PROM2",3916.45972941663,2.60583318509556,0.194055042807964,13.4283198590942,4.12668161676466e-41,1.04357944370243e-38,"Up regulated"
"EPN3",857.79111548792,2.59597658045709,0.193972887725257,13.3831929343343,7.58190084200665e-41,1.86619811146717e-38,"Up regulated"
"UHRF1",685.646101824348,2.38519952820138,0.178413538940924,13.3689379312809,9.18428534983479e-41,2.24707015035269e-38,"Up regulated"
"TFAP2A",715.635558576051,3.30750714392924,0.247414992059475,13.3682567753783,9.26876741210527e-41,2.25424147435243e-38,"Up regulated"
"ANKS4B",155.27044684514,7.32150686179885,0.548146329458642,13.3568473750972,1.08044019435173e-40,2.61217194680575e-38,"Up regulated"
"KCNN4",2400.37672766783,3.17229792630373,0.237657862582825,13.3481715766849,1.21392011098194e-40,2.90055917044509e-38,"Up regulated"
"SLC9A4",58.0923790498553,8.11738538663505,0.6091682833765,13.325357882459,1.6484041348593e-40,3.91582235733814e-38,"Up regulated"
"CELSR3",784.783553789926,2.81039669061466,0.211649603095946,13.2785351330928,3.08367671801731e-40,7.24114638054421e-38,"Up regulated"
"MROH3P",35.8896099786037,5.7173384532323,0.430597378682522,13.2776898705825,3.11867761689587e-40,7.28148849992847e-38,"Up regulated"
"FA2H",1228.09930456137,3.19386201690582,0.240946807639687,13.2554651717234,4.19507611657697e-40,9.73901221859195e-38,"Up regulated"
"LINC02535",26.7675909507386,4.51416673743018,0.341578432614831,13.215608207092,7.13075932368566e-40,1.62768544808085e-37,"Up regulated"
"ONECUT1",42.614092666803,5.69819973164163,0.431509315160436,13.2052762975071,8.17990229209742e-40,1.85679237640449e-37,"Up regulated"
"IL22RA2",67.4268148205407,4.21951923105256,0.319617459116518,13.2017795358116,8.56866270989647e-40,1.93429276057271e-37,"Up regulated"
"KDELR3",2331.64754708616,2.04703287120334,0.155082689835265,13.1996219138176,8.81765024806401e-40,1.97956248069037e-37,"Up regulated"
"MUCL3",2879.40528282454,4.79810419017491,0.363571553320153,13.1971386274817,9.11313546348262e-40,2.03471913607889e-37,"Up regulated"
"LINC01819",31.6905220039877,4.98247559162118,0.377771963000018,13.1891089853615,1.01376347910437e-39,2.2511609778655e-37,"Up regulated"
"TMEM63C",530.504953036845,3.93475173754358,0.298883998485757,13.1648122933255,1.39884850613372e-39,3.05644658353571e-37,"Up regulated"
"GRHL3",158.493258253042,3.13001059520592,0.2378985063635,13.1569157076732,1.5529689669065e-39,3.37514675632089e-37,"Up regulated"
"CLRN3",35.1856025509162,4.73659007373319,0.360352095989112,13.1443389020174,1.83401409157946e-39,3.96486676020345e-37,"Up regulated"
"DMBX1",72.7590396044958,5.59652724063428,0.427823089168679,13.081405333941,4.20591556696995e-39,8.99735623826309e-37,"Up regulated"
"CCDC198",78.6391143470911,6.77267218530637,0.520596828827837,13.0094380339495,1.08134362348314e-38,2.28925487626412e-36,"Up regulated"
"FUT3",1338.36024820864,2.6094111600877,0.200803321200736,12.9948605654743,1.30846023920012e-38,2.75579262440606e-36,"Up regulated"
"ENSG00000204876",40.9331760470225,4.96946893717313,0.38261864348293,12.9880470327757,1.43030423811899e-38,2.99696414693866e-36,"Up regulated"
"NPC1L1",219.490426929131,5.38485052716694,0.415622803338462,12.9560998191473,2.17003459292584e-38,4.47805269860387e-36,"Up regulated"
"TRPM8",337.207466051054,5.3889231555555,0.417009808378817,12.9227731513215,3.34851550439884e-38,6.84084974971161e-36,"Up regulated"
"TMEM51.AS1",122.211137265953,2.35928869378194,0.183132344146527,12.8829710818,5.61323321087386e-38,1.10731807230276e-35,"Up regulated"
"ENSG00000256940",65.7970702655687,2.81991661102916,0.218930049266156,12.8804456970681,5.79996511401475e-38,1.13387930427526e-35,"Up regulated"
"PITX1",695.01852416324,4.13379748469143,0.321250445250948,12.8678342576686,6.82902188407844e-38,1.32240286806427e-35,"Up regulated"
"USH1C",283.22492881958,5.65955011372877,0.441318339386293,12.8241897257183,1.20034867748913e-37,2.2918246081088e-35,"Up regulated"
"SPINK4",71.5567394411589,7.097709204811,0.554400154067865,12.8025022228658,1.58752168445669e-37,3.00298835672297e-35,"Up regulated"
"DEPDC1B",342.090228017961,2.58704695161384,0.202372289119875,12.7836027494921,2.02468850518063e-37,3.79480493730163e-35,"Up regulated"
"APOBEC1",33.1362026399326,8.37465621549044,0.655279318387126,12.7802846518999,2.11294795734785e-37,3.94214340590301e-35,"Up regulated"
"TM4SF5",155.625020056167,9.95611259574726,0.779658966580059,12.769830172568,2.4168119571039e-37,4.4281847423905e-35,"Up regulated"
"CPNE7",357.894522350784,3.12482577746291,0.246088856012186,12.6979572667369,6.06932814851854e-37,1.09245232960493e-34,"Up regulated"
"ENSG00000260877",34.9793212325358,6.19477226366262,0.487912008162329,12.6964947778076,6.1837894476366e-37,1.10817303965344e-34,"Up regulated"
"SPAG4",693.972382351756,2.13010886888684,0.167818195495933,12.6929553889671,6.46975526392612e-37,1.15435690099894e-34,"Up regulated"
"NR1I2",59.0773328752603,4.41799428117811,0.348527007391583,12.6761891832799,8.01340903116762e-37,1.41740207620986e-34,"Up regulated"
"ENSG00000259933",89.9005260981957,3.6965021040223,0.292313724143776,12.6456673043656,1.18216562052664e-36,2.08198728832319e-34,"Up regulated"
"CEACAM5",32257.6096076939,4.8133479663221,0.380775711352226,12.6409007266476,1.25606730429936e-36,2.20264609383552e-34,"Up regulated"
"FUT6",327.021051517595,4.46021963068458,0.353010051231408,12.6348233290411,1.35698592934687e-36,2.36944820885401e-34,"Up regulated"
"TFAP2A.AS1",30.688576028913,3.02809376213638,0.240275012198239,12.6026162039607,2.04255184916254e-36,3.50658092457699e-34,"Up regulated"
"ZYG11A",153.044674819304,3.79607988512084,0.302105102059226,12.565427923083,3.27100436607584e-36,5.52272592535094e-34,"Up regulated"
"LAD1",6780.64113405039,2.11485875677162,0.168710788620961,12.5354091108129,4.77888927510375e-36,7.93742426388065e-34,"Up regulated"
"FAM177B",225.976172657464,4.22811310586724,0.337398967598032,12.5314939045827,5.0207921599776e-36,8.30544724147874e-34,"Up regulated"
"CHST4",105.716034447547,4.05190901683974,0.323480866572847,12.5259619209264,5.38346667144742e-36,8.86947841647863e-34,"Up regulated"
"COL11A1",3019.17188969592,4.40269984374237,0.351647174873595,12.5202195789714,5.78748177031683e-36,9.49681597001507e-34,"Up regulated"
"IGHG4",17509.799139577,4.02616295878853,0.322085122994461,12.5003071279942,7.43634336959754e-36,1.21052411847962e-33,"Up regulated"
"PRB3",26.0073005794215,3.92020738271805,0.313646190229563,12.4988203422742,7.57672379532904e-36,1.22848157759266e-33,"Up regulated"
"DGCR5",348.396405505657,3.16702249310982,0.253633417514581,12.4866136495115,8.83340549795832e-36,1.4209610836263e-33,"Up regulated"
"SPTSSB",259.389040108807,5.17946355310674,0.416943538308588,12.4224579042962,1.97402060236284e-35,3.1021733766132e-33,"Up regulated"
"FOXD3.AS1",51.7543837032264,5.47762645328012,0.440978288295824,12.4215332107361,1.99697277650445e-35,3.12621879981592e-33,"Up regulated"
"DUOX2",1071.85525710857,3.9195883896883,0.315711477506535,12.4150962791879,2.1642634412135e-35,3.37517709711994e-33,"Up regulated"
"ENSG00000261123",83.001013362222,3.77993631339668,0.304528735028407,12.4124126186124,2.23805651198398e-35,3.47698673091839e-33,"Up regulated"
"CLDN10.AS1",73.5961483856564,5.96133394742525,0.480652511453596,12.4025856629708,2.53024934025499e-35,3.90126255824447e-33,"Up regulated"
"GPT2",3192.24061188677,2.56934763963298,0.20782883509072,12.3628063377799,4.15397222676406e-35,6.30955952465996e-33,"Up regulated"
"PADI1",180.854112639784,6.0373800437209,0.488535817112551,12.3581113855772,4.40381769418252e-35,6.6642810061705e-33,"Up regulated"
"MMP13",1405.00595230686,5.00107833598605,0.405275557378665,12.3399456121489,5.5193153197889e-35,8.26846855761697e-33,"Up regulated"
"ADAM8",3030.94280392695,2.28203179547739,0.185186278144227,12.3228989660891,6.81978516984154e-35,1.01327128092566e-32,"Up regulated"
"EEF1A2",2811.57320559365,4.85660051033349,0.394423964910415,12.3131476340099,7.69619947199883e-35,1.13934425444348e-32,"Up regulated"
"KIF4A",860.675373865881,2.33559959634289,0.189711384499708,12.3113307222029,7.87145219731318e-35,1.1610818242961e-32,"Up regulated"
"OTX1",266.983840126547,2.58518866896972,0.210017466367921,12.3093984213715,8.0621869648517e-35,1.18493847912545e-32,"Up regulated"
"NPSR1.AS1",16.5938200980132,5.89423529775267,0.478944402860387,12.3067213283018,8.33404892262793e-35,1.22050503559016e-32,"Up regulated"
"HIST1H2BD",940.372995124554,2.23130469018454,0.181315264562065,12.3062153403017,8.38644673020202e-35,1.22379223910473e-32,"Up regulated"
"C11orf86",94.3661045088307,6.36869182300767,0.518084344695406,12.292770256843,9.90523861674089e-35,1.44027809480931e-32,"Up regulated"
"EFNA3",259.226698080985,2.21067124316917,0.179979825069038,12.2828836083221,1.11936143056858e-34,1.61042213702822e-32,"Up regulated"
"GSDMB",1243.63069963878,2.17602323954695,0.177300869953357,12.2730544983756,1.26393534429957e-34,1.79941234260405e-32,"Up regulated"
"GABRP",752.07257973188,5.12034168457999,0.418426973553687,12.2371214290826,1.96892430869439e-34,2.78367745082851e-32,"Up regulated"
"B4GALNT4",511.496652854668,3.87853616347516,0.317113110139847,12.2307657408573,2.12921907331118e-34,2.99992283160074e-32,"Up regulated"
"GLB1L3",992.756703784713,5.27773773414127,0.431634488938615,12.2273309232522,2.22117662757189e-34,3.10804985705342e-32,"Up regulated"
"BARX1",697.120133325904,6.30782146699734,0.516545817859004,12.2115430014363,2.69724764751287e-34,3.74853202822206e-32,"Up regulated"
"MUC17",112.062038652509,10.4341097735794,0.855960550177278,12.1899423652392,3.51670010113109e-34,4.82177347087635e-32,"Up regulated"
"LRRC66",61.521505138421,4.04739185080864,0.332879037193783,12.1587465673078,5.15434694455463e-34,6.99672630589893e-32,"Up regulated"
"C1orf220",33.7999548811182,2.44840683044733,0.20165245725494,12.1417158202636,6.34807263100754e-34,8.56026071387252e-32,"Up regulated"
"DUOXA2",163.465665863365,4.57153731009663,0.376787586434653,12.132929731987,7.06748871388914e-34,9.49903030792094e-32,"Up regulated"
"KIF14",440.922086317048,2.35214744720993,0.193894021276428,12.1310983790292,7.22734812222074e-34,9.68203989920712e-32,"Up regulated"
"CDHR5",182.817754401461,5.29656996490249,0.436802916251917,12.1257660327703,7.7135540950288e-34,1.02996113323131e-31,"Up regulated"
"ARSH",19.7794359491107,4.61599380408577,0.380867414301113,12.1196868798977,8.30759224487092e-34,1.10566746427746e-31,"Up regulated"
"LINC02416",18.6539834613497,3.96117363407685,0.326970753820536,12.114764356726,8.82173035859574e-34,1.17028272961644e-31,"Up regulated"
"CAPN5",2511.12363958187,2.61971638206733,0.216371899554705,12.1074704592358,9.64220279691467e-34,1.27498629151824e-31,"Up regulated"
"HAVCR1",121.835039860571,4.90245380291379,0.405418040338338,12.0923425085437,1.15933320234266e-33,1.52803855853286e-31,"Up regulated"
"RGS17",530.244886801388,2.86938512194091,0.237381103750724,12.0876728459148,1.22713526503331e-33,1.60703589083321e-31,"Up regulated"
