gene_ids,log2FoldChange
DUSP5P2,3.0214688391
ENSG00000236924,2.7096851395
IGFL4,2.4839793812
IGHV3.62,2.2633584737
DLX1,3.1192622238
CDH18,4.4288815643
ENSG00000225833,3.1511241021
SOHLH1,4.5543126518
ALX3,4.9391691733
ENSG00000261687,2.599433029
ENSG00000260604,2.3002810133
HIST1H3I,4.4732983872
STRCP1,2.19998617
ENSG00000250049,3.5230613113
ENSG00000231982,2.3090218797
MIR3150BHG,2.2868854405
ENSG00000232519,2.5309687374
MIR31HG,3.386401821
ENSG00000228719,2.7011012773
DCAF4L2,8.2337032751
ENSG00000249942,4.2451805457
GIP,4.4475544268
LIN28A,4.5732870594
IGHV3.76,2.4639257541
DDX4,2.9753535442
KLF2P1,5.6239839722
C4BPB,2.2599507089
MFSD6L,2.0281509486
ADAM2,5.1612032246
RNU6.438P,3.4227981647
ENSG00000236453,4.3043836435
HIF1A.AS2,2.0996457344
IGKV1D.8,2.0747908282
TEX15,3.609447216
SPRR3,4.2756877057
IGKV1D.12,2.5900394705
ENSG00000205922,4.2096002892
OR13Z2P,3.7629719522
LINC00355,4.7455173974
ENSG00000266602,4.7983133632
LINC02043,2.7213307399
ENSG00000255983,3.8863297824
HIST1H4B,3.6266127277
ENSG00000261434,3.1160457268
MTND1P23,2.8947730763
ENSG00000279806,2.6295153251
C14orf39,2.6976106532
ENPP3,2.2316543048
ENSG00000254397,2.2108786098
SH2D5,2.4988567336
MAJIN,2.7508363563
LRRIQ4,2.0065508479
BOLA2P3,2.620985015
A1CF,3.579019148
ENSG00000233491,4.2991509299
LINC02109,4.7041183109
EMX1,2.9482760687
CST2,2.2539673115
MIR6835,2.5190429563
CASC4P1,2.0086164527
B3GAT1,2.1674470975
IGLV3.16,2.3318137986
IL17REL,2.3893054206
AKR1C3,2.310879093
FAM83F,2.2541156053
LINC01775,2.5417090706
IGLV3.27,2.44462106
SLC13A5,2.520451117
RDH10.AS1,2.0511381672
ENSG00000267015,2.8872369513
MYCNOS,3.726559266
AOX2P,3.0485056009
IGLV2.33,2.4896387998
ENSG00000271127,3.3544834884
LINC01116,2.136499041
LINC00668,4.1878246527
DMRT1,4.0430910831
LINC01629,3.6387821147
WDR72,2.6709658169
ENSG00000220891,3.4739768651
IGHV3.47,2.013109526
HOXB.AS4,4.4338733591
ENSG00000231464,2.3266222247
ENSG00000240040,2.1155905525
CLEC2L,3.2334603454
LINC01269,2.1835780094
SIM1,4.1212547445
MAGEB2,5.9004000114
STXBP5L,3.4396068399
ABCA9.AS1,3.7072864784
ENSG00000272872,2.214788982
SNORA71D,5.5101504643
AKR1B10P1,5.6967007728
ENSG00000243225,3.3756949077
ENSG00000237074,2.8625030684
DCAF12L2,3.3420307752
ENSG00000269210,2.6114145302
TMEM229A,3.8882141949
PRKCG,2.4363839674
PRAMENP,2.4085177317
LINC02065,3.2571315573
SLCO6A1,4.7791078342
PPIAP91,2.2175897952
ENSG00000272942,3.441217272
IFNWP19,3.4858285084
IGKV2.30,2.0791051841
ENSG00000257925,2.7280997476
LINC02293,4.773538549
IGKV1OR2.3,2.631346308
TCF24,2.6164809308
NR5A1,3.201840137
HRG,3.2921891255
HIST1H2AH,4.0355926228
ENSG00000256417,3.3451930039
ENSG00000236833,2.5199478601
PGGT1BP2,3.2421147286
IGKV1OR2.11,2.6833979302
EVX1,4.3621224725
S100A7,4.1077639053
C1QL4,3.2729822077
ENSG00000254248,2.7873467965
ZG16B,2.1330829675
LINC01968,2.80284022
IGHV1.14,2.354269686
LINC02236,2.1688002152
ENSG00000264044,2.4777375036
ENSG00000232194,2.5287417302
RAET1L,3.7461830068
OLFM4,3.5849349307
ENSG00000272622,2.0850205495
SNORA80E,3.041865367
ENSG00000269421,2.2548467386
ENSG00000248115,2.8883859463
CLDN2,2.9140213712
IGKV7.3,2.4178881373
ENSG00000278966,2.1820407553
SNORA53,2.7216970893
ENSG00000274798,2.6410587178
SLC6A15,3.6592804845
FNDC1.IT1,2.9973874624
LINC01978,2.0322074328
ENSG00000263551,3.8514187883
TTC3.AS1,2.198522564
ERN2,2.6325628482
FBXO47,2.9222784334
LNCSRLR,2.2792870447
IGLV1.36,2.1942275525
FOXL2,4.1520649864
AHSG,3.7887155783
SPDYC,3.5909764455
ENSG00000246790,2.6031631424
ENSG00000248362,3.3530788479
LINC01511,3.8311053917
DMP1,2.8816617507
IGHV3.60,2.0662923855
CSAG2,5.720440899
IGHV1OR16.3,2.9383358899
EPS15P1,3.0779341002
LINC00184,2.2357385124
OFCC1,4.6475861325
IGHV3OR16.15,2.252753149
ENSG00000241456,3.489193099
ENSG00000272456,2.1611678145
ENSG00000250564,3.5786448442
ENSG00000224585,2.4915103328
ENSG00000238129,3.6404425231
TMPRSS11A,3.67839964
IGKV1D.27,2.5977351774
ENSG00000253408,2.5656979544
ENSG00000232729,2.1081436768
ENSG00000270244,2.6556921512
ENSG00000229896,2.0871537844
ENSG00000253824,2.5976112945
BNIP3P42,3.8952935842
ENSG00000234261,2.3452484718
KBTBD12,2.1292140198
IGHV1.12,2.1594907789
DISP3,2.1698485019
ENSG00000261296,3.0026221563
ENSG00000262528,2.2765070704
HIST1H3A,2.8980746314
SYT6,2.2594028667
TRPM5,2.5444493136
ARL2BPP4,2.841514473
LINC00682,4.7642204666
IGHV3OR16.6,2.2613360856
ENSG00000206647,3.146534339
ENSG00000271375,2.2213709117
ENSG00000206532,2.3842518363
ADGRG7,4.6155804445
ENSG00000258670,3.3096103221
CYP26A1,2.7239768096
LHX1.DT,5.0859986631
ENSG00000261266,2.727436028
IGKV1OR9.2,3.1032552911
TBL1XR1.AS1,3.7270842794
KCNA7,2.5944842842
SUMO4,2.0721478865
LINC01225,2.7180676803
FAM163A,2.0421134741
ATOH7,2.3162793222
FOXL2NB,4.180928418
HOXA10.AS,4.2152845208
LUARIS,2.5165602533
SNORA2C,2.8370589196
TBX18,2.7003590108
ENSG00000231990,3.7908996863
IGLV2.18,2.0707458058
ENSG00000266560,3.5157816691
ENSG00000261379,3.0413257463
EIF4E1B,5.1568115634
ENSG00000263655,3.7252778985
GAPDHP61,2.1894095052
SNORD72,2.4342960504
ENSG00000225840,3.5656961992
ENSG00000254431,2.3698111831
RN7SKP173,2.2134807531
SAA4,2.6941119974
S100A5,2.0044742239
IGLV5.37,2.7840919106
FANCD2OS,2.4568257421
DPP10,2.465770972
LINC02048,3.9533788763
PRR20G,4.4034823255
CA6,3.1197707959
CASC19,4.5206724984
C8orf74,4.5229260591
ENSG00000202399,2.0106824325
ENSG00000224272,2.2527843752
ALKAL1,2.0071982614
TAF1L,2.7882772295
LINC01611,4.9289111712
ZIC4,5.1018087534
ENSG00000279123,2.5507516032
ENSG00000274895,3.6054694386
ENSG00000276122,6.1821240261
ENSG00000249406,2.5723618281
ATP6V0A4,2.1699786101
EREG,2.7921696374
LINC00659,3.8450050407
ENSG00000250081,2.1671352662
NAA11,5.5474076477
GTSF1L,2.6189955175
GJA3,2.279369358
ENSG00000252671,3.1712946535
LINC02594,3.1952370102
C1QL1,2.2059638604
CRHR1,3.4362857139
PAGE2,6.0797410602
STUM,2.5340345415
ENSG00000267733,2.4668870819
F5,2.0218293615
KRT6B,3.4534827533
MC4R,2.8296241258
IGHV7.27,2.3538845118
IGLV4.60,2.3503372437
IGHV3.42,2.4102552876
AGGF1P1,2.7365809612
MIR148A,2.6864879974
IGLV2.5,2.1910724857
GPR89P,3.1658869571
ENSG00000265246,2.5560625727
LINC02331,3.0112977882
ENSG00000236366,3.5174876304
SLC38A4,2.1404349687
OBP2A,3.2440614827
ZNF732,2.0828072692
ENSG00000270722,4.8807348296
EEF1DP5,4.3950207852
LINC00592,2.1398810294
PRSS29P,4.237919049
ENSG00000260289,4.2162962399
BAGE2,6.2009231012
ENSG00000201944,3.0745143392
ENSG00000248973,4.8803908141
ENSG00000262768,3.1085667535
HES7,2.1583777742
MYBPC1,2.8845368214
SYNPR,3.3959913488
MIR548XHG,5.9277047145
RNU6.140P,4.9918920125
ENSG00000280023,3.1614725693
ENSG00000227400,4.2718782936
ENSG00000239216,3.1159643367
CA7,2.4718922545
DGCR10,2.1340715944
SNORA5A,2.1633574908
C17orf78,2.4452852321
RNASE10,2.6852249948
LGALS4,3.0755713193
NTSR1,2.9429917293
MAGEC3,3.3803869573
GABRR1,3.3685997777
ODAPH,2.1903120202
SOX14,5.482215968
CDH2,2.0838627452
SOX21,2.4900890456
ASIC5,3.3060555138
LINC01446,4.6733046388
ENSG00000278912,3.2611398573
ENSG00000251550,3.7615893916
ENSG00000250378,3.2643529111
SP9,5.0755249594
ENSG00000235440,2.4425955378
IGFL3,3.7855934392
ENSG00000206878,3.0505288889
TUSC8,4.021071016
LINC00470,3.3972680757
BOLL,3.184074126
CDHR5,2.7695164536
IGKV2.40,4.0119513245
H19,2.4653755271
ENSG00000260046,2.0096255282
ENSG00000257191,3.3888560195
STPG4,2.3783991509
RPS18P13,2.1116774036
TENM1,2.4511917652
LINC01357,2.8152353099
ZNF648,3.0818447179
ENSG00000266924,3.1424782902
ENSG00000260209,3.4857536051
SAA2,2.2974354831
RPSAP58,2.3666569894
ANKRD40CL,3.6712865326
ENSG00000231703,2.4641246144
ENSG00000280369,2.1597395222
ENSG00000250244,3.2065625549
ENSG00000260658,3.5683068733
ENSG00000261448,2.0075585677
CAGE1,2.2439956112
FOXG1,4.6073758315
IGLV1.41,2.5307687049
ENSG00000267466,2.8500940833
ATP4B,2.1001772075
ENSG00000271654,2.1400837395
ENSG00000278842,2.7796125043
SNORA22,2.7280627092
ENSG00000186723,3.8662117908
LNX1.AS2,2.2242593475
IGLV5.48,2.2633744765
ZBTB45P1,2.0366673003
LGALS7B,2.5734069536
ENSG00000214919,2.162094511
DSG4,3.9998086063
LINC00958,2.30227998
CTSLP2,2.7730000382
ENSG00000267886,2.110715884
CHL1.AS1,2.9760623809
RNU5A.1,5.8085819173
LINC02223,3.6229353691
ENSG00000260757,2.3360064638
ENSG00000260593,2.3519443399
HIST1H4A,3.6896068938
ALOX15P2,3.190289945
ENSG00000233384,2.4982396962
ENSG00000279712,4.0940483803
ENSG00000260963,4.0567744292
SNORA54,4.9164382071
KRTAP2.3,3.8152180857
C1QBPP2,2.1836422272
ENSG00000275620,2.1864839866
MANCR,2.9924805972
ENSG00000228626,3.4107777332
OTOG,3.6571004956
LHCGR,2.8526616973
LINC01356,2.2993035439
ZNF560,4.06037088
ENSG00000230570,3.7369177514
LARP1P1,2.6710496082
LYPD6B,2.0646532449
HNF1A.AS1,2.5740159342
ENSG00000223486,2.7050335338
ENSG00000236385,3.8073973556
ENSG00000250979,3.2971963965
IGHV3.75,2.3001574159
MKRN3,2.6926978925
PANCR,4.8475465893
LINC01655,2.0863890299
ENSG00000270002,2.812427517
MYO18B,2.692961035
ENSG00000227698,2.0049894432
MRPS17P1,2.2466193133
HIST1H2BB,4.2067315271
IGKV1OR10.1,2.2651437275
DEPDC1.AS1,2.4451054734
INSRR,2.1504750404
LINC00589,2.1704042583
ENSG00000276763,2.6698479769
BMS1P22,3.1033133882
LINC01600,2.1794591333
STRA8,4.1937529226
BPIFA4P,4.717139252
IGKV1OR2.9,2.7716514376
LINC02683,3.1197998737
LINC01344,2.7778859922
IGLV3.32,2.82795624
ENSG00000249867,3.3997410374
ALX1,3.4858673092
TBR1,3.250107469
MAEL,2.3551238605
DKK1,2.5141563956
HAR1B,2.3836071976
IGLV8.61,2.078504886
ST8SIA6.AS1,3.4075905302
RNU7.75P,2.873204051
ENSG00000220702,3.2198117111
SAA2.SAA4,2.6722265725
ENSG00000249295,3.0831693008
GABRG3,3.295904396
MIR5195,2.2074245462
GCNT1P4,3.5898045703
OR13K1P,3.3836378652
RIMBP2,2.6389221661
ENSG00000267637,2.7205212681
SLC9A4,3.810813738
MYPN,2.80451424
NTS,3.2955127552
LHX8,4.4240574587
ENSG00000231324,3.7808644147
SPRR1A,3.3394461079
IGKV2OR22.3,2.3875300928
ENSG00000227777,3.2553252662
MIR3189,2.2758380994
ERVK.28,3.1458942192
RPL7AP26,2.3123041287
ENSG00000225676,4.1156462034
ENSG00000253361,3.7158019742
INSM1,2.7869285626
DDX53,4.813084919
ENSG00000277241,2.1449513745
IGKV3OR2.5,3.6232869088
IGHV3.36,2.6445751816
ENSG00000270116,2.1999970165
IMMP1LP1,2.5870189942
ENSG00000227711,2.8197516913
ENSG00000257896,2.2990530426
LINC01583,2.5174953244
APELA,2.1611759473
GUCY2EP,3.7837913217
IGHV4OR15.8,2.4013719383
VAX1,5.1802906854
ENSG00000271156,3.3317213222
ENSG00000227769,2.5384478572
ENSG00000226539,2.9882581467
IGKV1D.43,2.1640791961
PCDHA1,2.1614012297
KCNQ5.IT1,3.9550425974
GBX2,2.8579247205
TMEM215,2.7160143008
RN7SL521P,2.0097611475
COL9A1,2.0335808336
ENSG00000249084,3.137942798
ENSG00000273319,2.0212389185
ENSG00000258580,3.3899847002
SPATA3.AS1,2.5356440434
NIFKP3,3.1047966546
ENSG00000225868,2.1175468983
ENSG00000279781,2.1441117752
GSC,2.504503445
LINC00221,4.5761139223
NPAS3,2.1670844249
FAT2,2.182932788
ENSG00000226088,2.0068649991
LINC00524,3.4036480676
TMEM179,3.1028481076
DPYD.AS1,2.6106431797
RWDD4P1,2.0462711918
ENSG00000215156,2.1309758055
CD177,2.2981341762
ENSG00000270292,2.5308169185
SAMSN1.AS1,2.8497978531
HABP2,2.0733174722
REG1A,4.641333006
ANAPC1P1,2.0472840255
LINC01913,2.6638225524
NCAN,2.4749946
ENSG00000254814,2.6149324044
ENSG00000261529,3.1057544813
GGT4P,2.3232416676
ENSG00000261584,4.3099596496
ENSG00000161103,2.3805261778
PRR26,2.0582355554
ENSG00000273143,2.271140624
LINC01605,2.0051253077
RNU6.548P,2.4942076571
ENSG00000228142,2.586531293
CAB39P1,2.5711228729
IFITM5,2.926661592
ENSG00000267305,3.1822112749
LINC02454,3.0026685009
PROX1.AS1,2.3629582963
LINC02490,4.2871780189
LINC02208,3.2080789795
NGB,4.4164920581
PKP1,2.3700967618
ENSG00000234703,3.1721650578
SLC18A3,4.8510074368
LINC00898,4.3435201596
ARNTL2.AS1,3.109352593
TMEFF1,2.8736010245
RNU4.52P,2.4148323223
ENSG00000256209,3.813120156
ACTBP12,3.0596736988
ENSG00000224717,2.3163622967
MCRIP2P1,2.2500352019
MRPL40P1,2.1676555602
RNA5SP18,2.365391997
EPHA6,2.3427017035
ENSG00000261243,2.4169564284
ENSG00000234768,4.4697966831
HIST1H1T,2.7852016944
DLX2,3.1333203075
OR7E62P,3.3244366682
G2E3.AS1,5.1482479414
RNU5B.1,7.6872275693
ENSG00000260922,3.1186055951
LINC01633,4.3776523373
PRR32,3.2794631143
FABP7,2.6339248189
ENSG00000253632,2.5981861077
AKR1D1,2.33148732
ENSG00000273388,2.5375852498
FOXD1,2.3843159979
SSTR5.AS1,3.824144378
VCAN.AS1,3.0980265483
MTCO2P16,2.0789815769
ENSG00000241358,2.2086870172
BNIP3P39,2.2043380308
IGHV3.25,2.0899922939
ENSG00000260012,3.2805831281
IGHE,2.1007538071
MYT1,2.2693471379
ENSG00000270137,2.669843483
ENSG00000213642,3.5384441573
IGKV1OR1.1,2.7583192878
IGHV3OR16.12,2.0515166775
RN7SKP9,5.3485574097
ENSG00000272510,2.133424402
MIR3609,4.917671209
IGHV3OR16.16,2.5087655261
GAL3ST2,2.402826015
ENSG00000235349,3.611305682
ENSG00000279360,2.7027218058
SERPINA5,2.1572074053
ENSG00000279509,3.4396689403
ENSG00000234352,3.8912446335
ENSG00000238107,2.8745400928
ENSG00000225385,2.5932345483
ENSG00000233332,2.3314443671
TPI1P3,2.8510380433
ASNSP3,2.562861742
ENSG00000248245,2.296409474
ENSG00000236583,3.2206572121
LINC01667,5.6447328666
ENSG00000222000,2.5211914208
ENSG00000248374,3.3546456957
ENSG00000253844,2.3187178686
ENSG00000279844,4.6793809861
REC114,2.4071178633
NEUROD1,4.9319914705
ENSG00000233064,2.194221166
LINC01510,3.1680044128
MAGEA11,5.3095579351
NKX6.1,2.1627623378
ENSG00000270040,3.0226047561
ENSG00000277156,2.1006419568
ENSG00000234715,2.5545388531
SNX18P2,3.3919313314
SLC8A1.AS1,2.0949211456
IGHV3.50,2.7776005379
ENSG00000258932,4.2913609995
ENSG00000262503,2.0247435332
PHYHIPL,2.0416525007
SLC22A11,2.3659659976
LINC00601,3.5075892511
ENSG00000266579,2.6435433568
LINC01485,2.0908918552
ENSG00000234647,3.6171628539
ENSG00000254364,2.5231854713
ENSG00000244620,2.0910029991
RFX6,3.9688003168
ENSG00000279197,2.9449257125
IGHD3.22,2.8569049394
ENSG00000276727,2.4276320704
C12orf80,2.1478389629
ENSG00000260146,2.97704844
ENSG00000248596,2.0989905453
C4BPAP2,3.4899018075
ENSG00000257951,2.2880449202
SAMMSON,2.8802045176
AVPR1B,2.9165430093
IGLJ1,2.3343085713
ENSG00000279930,2.1030556828
PCDH8,3.7790649839
CACNA1B,2.7348789266
LINC01524,3.4311609382
ENSG00000235008,2.7610956629
PTCHD3P2,2.3415857527
HMGB1P11,2.2582573125
ENSG00000227945,2.7249547538
ENSG00000277619,2.8389331484
SOX21.AS1,2.0440313534
ENSG00000257046,4.2261409946
SNORD93,2.4717423255
ENSG00000223220,2.7854069579
LINC01429,2.9524574051
ENSG00000213706,2.2025401987
CFHR4,3.6493428178
NANOGP7,2.2325676621
REG4,3.0893675862
ZFHX4.AS1,3.8126848529
RNU6.652P,2.5320748296
NPFFR2,2.9915615281
ENSG00000233919,3.2845856155
ENSG00000277693,4.9794783852
CGB5,4.2799997735
IGLV9.49,2.0161760445
ENSG00000223023,2.2960950257
RBFOX1,3.8631073627
ENSG00000257512,2.0335226703
IGHV3.6,2.2316530786
SLC30A10,3.8791438904
P2RY4,2.0136142855
ENSG00000235934,2.88575925
ENSG00000261821,2.2533647487
ORM2,2.0854947604
ASH1L.IT1,3.2430325254
ENSG00000258072,2.3866187704
ENSG00000258815,4.5370931248
ENSG00000271049,2.4252101055
ENSG00000281550,2.791426242
ENSG00000266900,2.8338741574
RN7SL239P,2.5610806284
MEIOB,3.1309433631
DIRC1,2.7002870977
CLPS,3.5967588098
IGHD3.3,2.437166797
LINC00319,2.9214202522
HEPACAM2,2.5623227708
ENSG00000266976,4.6583878395
PSG3,4.7394993072
KNG1,2.8797075409
ENSG00000248599,2.183534836
ENSG00000254704,2.902867003
ENSG00000248802,3.0400295285
FSTL5,3.6341816081
IGFL1P1,3.2434257688
ENSG00000279481,2.495390724
FAM71F1,2.6594102786
SNORA74A,5.4849979669
ENSG00000275216,2.9152930621
ENSG00000270174,2.7993674985
ENSG00000204876,2.1920747052
ENSG00000278967,3.4647776412
ENSG00000275361,2.4809564956
ENSG00000227417,2.914838056
GOLGA2P11,2.7227054212
ENSG00000263499,3.4981961598
ENSG00000258878,2.1027745967
SNORA49,5.251844852
ENSG00000274364,2.4255289701
ENSG00000228513,2.2849939675
PRDM7,2.6075138475
AK4P3,2.7982303938
ENSG00000197550,4.6094820209
ENSG00000258535,3.0945059152
GABRG2,5.1493035238
VCX,3.4469962148
SNORA28,2.7547653728
ENSG00000277128,3.0155651719
LINC00518,3.6317612452
SNORA22C,3.8738028931
LINC00543,2.0230696343
NPHS1,2.1398854498
ENSG00000258592,2.4068372425
UGT3A2,2.1411052874
GABBR2,2.1019249348
OR4C6,3.4136339993
NEFL,2.408077197
SNAP47.AS1,2.4074273314
ENSG00000251185,3.9754779141
RNU4.25P,3.1690159958
ENSG00000267291,2.5300637381
ENSG00000258399,2.7371968795
CNMD,3.4773835831
RAX,3.7079777166
ENSG00000258927,4.1724558026
PDCL2,3.6977722733
IGHV3.65,2.3513785418
ENSG00000275381,2.564672532
TEX101,2.7920815942
MTATP6P16,2.0365634601
ENSG00000242199,2.4835011856
RN7SL313P,2.5602222752
CDKN2A.DT,2.9401419645
SNORA14A,3.4538005039
ENSG00000231150,2.5289044466
GJB5,2.182342463
ENSG00000231295,3.0911913546
ENSG00000256196,2.3182649186
GABRA5,3.8836900464
ENSG00000230432,3.2103338276
ENSG00000259200,2.9150700182
IGKV1OR.3,2.5926772686
ENSG00000250511,3.890453803
FAM201B,2.2104623778
ENSG00000259663,2.8026367426
ENSG00000225678,3.2188275665
IGKV1OR2.118,2.3087943989
LILRP2,2.1671941045
PPIAP51,2.2209155828
BHMT,2.1437980547
ENSG00000278881,2.1092456902
OXT,2.1519263504
PRKCA.AS1,3.6272034395
TMPRSS15,3.3781180502
ENSG00000278275,4.0286087654
GAPDHP55,3.2887861317
RN7SL67P,2.6816204799
IGLVIVOR22.1,2.9470785256
UGT2B28,3.9912658986
MIR593,2.1779459304
LINC01206,3.0298918902
ENSG00000278896,2.5173103284
C10orf71,3.1490334806
ENSG00000255689,3.1329818531
EGR4,2.0254079322
MTRF1LP2,3.0750150215
LINC02477,3.0876345264
ARHGAP26.AS1,2.717540859
SSX1,5.7934274916
RNU6ATAC,3.0427607934
ENSG00000241280,2.0746996299
TMEM210,2.9028836692
ENSG00000249388,2.8428029886
LINC02468,2.7728953853
SLC35F4,2.4307538615
KNOP1P5,3.9718626324
ENSG00000261886,2.0783287375
LIPI,2.2755866557
ENSG00000260611,4.7538859713
RPS16P5,3.2226054591
IGKV1OR.2,2.3824096305
ENSG00000278716,2.4707768771
ENSG00000254208,2.0674696804
SLAMF6P1,3.8004727936
ENSG00000229720,2.4761241273
NKX2.4,4.3496733427
MIR4527HG,3.2916920844
POM121L2,2.559106236
ENSG00000251517,2.4228122201
ENSG00000253842,2.4590663707
LINC02037,3.8980177636
ENSG00000253215,3.1174417158
ENSG00000253182,3.0467038215
ENSG00000273786,2.2915803531
MIR4284,2.6073818199
LINC01257,4.003370073
ENSG00000229190,2.5064305211
IGLV3.6,2.5737820755
ENSG00000239462,2.4744355154
TDGF1P5,2.5216088405
DEFB131E,2.5286617326
ENSG00000250122,3.3634730542
ENSG00000212533,2.8135708999
SNX18P7,2.5326539368
IGHV1.68,2.2804371158
C5orf66.AS1,3.3081282838
ENSG00000229588,2.2646335043
IFNE,2.7118137511
IGHVIII.51.1,2.3948830659
TM4SF20,3.2406873209
ENSG00000279617,2.9853805746
ENSG00000230516,3.8188701602
TMBIM7P,2.6054076875
ENSG00000241048,4.12729656
RNU5E.1,4.128693079
ZG16,2.4230589387
TMEM78,2.2741396883
ENSG00000238055,2.4671617516
ENSG00000251127,3.2513167907
ENSG00000261303,2.5993937692
ENSG00000270585,2.5683165126
RPL26P29,2.2271420755
SLITRK1,4.4218493846
ENSG00000256982,2.7883367209
RNVU1.1,2.2490949419
ENSG00000262171,2.2377128788
ENSG00000213302,2.464191114
UGT3A1,4.4802562565
PHOX2B,4.7856004467
NT5C1A,2.4263297241
TMLHE.AS1,2.015045331
BFSP2.AS1,2.2225649015
LINC01385,4.2105161248
ENSG00000220695,2.8935530766
ENSG00000273165,2.5501924301
ENSG00000253535,2.1522401235
ENSG00000229646,2.4503649022
IGHV3OR16.7,2.5529834085
ENSG00000278518,2.1673664691
IGLJCOR18,3.0608604495
ATP11AUN,2.8799316207
SERPINB7,2.7240451958
ENSG00000265443,2.1527213016
LINC02492,4.8375509923
LINC02577,2.1463252745
ENSG00000233635,2.9433878986
LINC02525,4.3172589799
LINC01967,4.0608421916
GAPDHP22,2.1472033784
ENSG00000274730,3.0709112799
TH,2.3346874146
RNVU1.7,3.2934448543
SNORD67,3.0202136129
ENSG00000273442,2.3377012861
ENSG00000254119,2.8747012975
ENSG00000260132,2.1796421843
POLR3GP1,2.3437393671
SLC6A10P,4.4265992032
RNU6.1209P,2.4462319252
IGHV3.37,2.0698815826
ENSG00000229023,2.0999251405
ENSG00000227755,2.0219096422
ENSG00000266805,2.1107896576
IGLV3.30,2.6234442094
PYDC1,3.1003038925
PRDX2P4,2.6176660864
ENSG00000267526,3.411075094
ENSG00000261481,2.0491086736
BASP1.AS1,2.0562050194
ENSG00000231291,3.7584007057
SLC25A39P1,3.0000004027
ENSG00000260664,3.1500168542
ENSG00000271314,3.1165168668
OMP,2.0677907477
OSTCP8,3.2432005966
FGF20,2.0221713686
ENSG00000248318,2.0990621077
ENSG00000267905,2.3671382379
SPINT4,3.42219304
RPS3AP53,2.2921011511
ZNF716,4.4642649961
ENSG00000225715,3.2870605581
IGKV6D.21,2.0663698021
OTX2,4.836636353
ENSG00000240661,2.9048832206
IGKV1D.37,2.7792770585
BTF3P12,2.7574262022
ENSG00000274520,3.1795493855
SIRPG.AS1,2.1022645708
APOF,2.6728421452
ISX,3.9297640088
SNORA38,3.9840614836
CTAG2,5.547347926
ENSG00000272689,2.0908136071
DSG3,2.6996890354
KRT8P30,2.3268843141
SEPT14,3.9505848419
MRPS31P2,2.5504786892
ENSG00000260585,3.3492811288
RPL23AP23,3.6740734986
ENSG00000253270,3.4947747251
ENSG00000272426,2.1754453517
ENSG00000237390,2.2976234651
ENSG00000236545,2.2700353518
CHRND,2.6848274153
CHAT,4.1836501208
DLK1,4.0232868207
IGFBP1,2.5218167173
ENSG00000257830,2.1193024998
MIR194.2HG,2.3617014922
ENSG00000228697,3.2390784926
ENSG00000254163,2.9098944942
ENSG00000236241,2.9353077054
BIRC6.AS2,2.0939534987
ENSG00000259868,2.1666367345
LSAMP.AS1,3.5838059954
ENSG00000239093,2.0874546087
ENSG00000225790,2.0800327562
SNORD9,2.4608466963
ENSG00000232456,2.5548193375
LINC02506,4.1626829485
LINC02178,4.4539794816
LINC00330,2.3459956637
LINC02433,3.068721488
IGLJ3,2.3093039888
UGT1A7,3.5994636128
TRIM10,2.2797175988
ENSG00000223770,4.4959176361
ENSG00000265908,2.1253087798
LINC00871,3.9524400828
MKRN9P,3.0050172249
PSG4,4.3731019864
ENSG00000259353,2.134096256
RPS15AP30,2.3414708657
KRT16P6,2.4644532695
ENSG00000255753,2.2103649558
ENSG00000259616,3.3694689619
ENSG00000259878,3.0802613311
POU6F2.AS1,3.4785736243
ENSG00000230433,2.2157830651
CCDC177,2.6169706059
LRFN2,2.3719386235
ENSG00000227383,3.2984071079
ENSG00000250541,2.1930783071
ENSG00000250643,2.3036039463
MOCS1P1,2.7826853682
ENSG00000278041,3.8701138122
SCARNA7,2.4453365433
LINC01299,3.6162386086
ZPBP2,2.9542962085
FCF1P8,2.6301569847
ENSG00000236069,3.004035289
ENSG00000272461,3.2951063475
FMO9P,3.2273217627
VDAC2P3,2.1967578985
NKAIN2,2.1870696741
CERNA3,2.2167299888
RNF2P1,2.2940649919
PLUT,4.3201770708
THAP12P3,2.2796392321
ENSG00000224891,2.347360652
HOMER2P1,3.5854643465
LINC02188,2.5393431977
ENSG00000256981,2.4602395679
LINC01776,3.5472067359
IL19,2.5054682729
IGKV2.26,2.0619775101
HNF4A,2.3875103164
PRSS56,3.4092361009
ENSG00000233708,2.2156168874
IGKV1.37,2.4640685821
ZAN,2.5463293664
OR2W6P,2.5515875813
RPL37P1,2.1123235009
ENSG00000249894,2.5228335715
IGKV2OR2.1,2.2065807737
GPR52,2.904797401
HIST1H2APS4,2.6104783776
ENSG00000270661,2.3926091862
UGT1A1,3.7056974223
ZNF114.AS1,2.6570415128
ENSG00000213045,2.3281240744
ENSG00000256995,3.0989883445
IGHV2OR16.5,2.7382424097
ENSG00000281772,2.2582429031
LINC02476,5.5130191703
ENSG00000265554,2.3746277635
ENSG00000263588,3.2514803195
ENSG00000250579,2.301752455
DUTP2,2.661247228
ENSG00000275562,3.6248246301
LINC02466,4.4292000961
MROH2A,2.2745742316
RN7SL767P,2.4012117229
CASC20,3.6074555929
ADGRD2,2.4999745407
GRM5.AS1,2.4874127097
SPANXB1,4.5747500935
ENSG00000249028,3.0025255947
LINC01098,3.2674408101
ENSG00000206914,2.0214544974
