gene_ids,log2FoldChange
UGT2A3,6.2433553366
UPK3A,2.5860545293
ENSG00000260777,3.2440419381
STPG3.AS1,2.1769242256
CNGB1,2.313430754
IGKV1OR2.3,2.8990688732
GPR87,2.9704527128
LINC00524,4.1525501016
TRIM10,3.2616257788
IGSF1,2.5691863062
IGLV3.25,2.2498545985
SPIB,2.0361867475
TTC24,2.0051223631
SMOC1,2.9981858679
IGKV1OR10.1,2.6776844161
ENSG00000258878,2.6343236977
IGKV3OR2.5,4.3298503097
IGHV3OR16.12,2.5700675626
GTSF1L,2.8132506607
ENSG00000261583,4.696036967
PLD5,2.6435795618
DIPK1C,3.2340980685
UCA1,3.2410691548
C5orf46,2.1781854381
TSHR,2.123926706
ENSG00000223829,3.6393341102
KIF5A,2.2575392868
ENSG00000254367,2.83447513
IGHV3OR16.7,3.3666466503
VTCN1,2.7484470074
PRDM12,2.4245475652
ENSG00000277840,2.3682452395
ENSG00000238273,2.2311031257
CLPSL2,3.3825601969
IGLL3P,2.7969885429
ENSG00000281097,3.5742406647
SIX2,2.663962578
CYP2C18,2.618377621
ENSG00000227496,2.1214203792
GJB6,3.1592296702
A4GNT,2.1794382935
GLRA3,2.9087135104
MUC4,2.2518526555
KRT17,2.8028881886
ZIC5,4.6202876841
STK32A.AS1,2.2821765102
HAGLROS,2.3149210987
MYBPH,2.9634447765
HIST1H1PS1,2.9958088791
ALDH3B2,2.0767770513
ENSG00000274356,2.4571484171
IGLV5.48,2.6639449474
EHMT2.AS1,2.3828386033
FGF20,2.7460121982
COL6A4P1,2.6791761399
ENSG00000268460,2.4766138058
PTPRZ1,2.76855146
GREB1L,2.1370649632
IGLV5.45,2.4432408755
ENSG00000268812,2.1091067786
SAA4,3.0056390506
ENSG00000229178,2.1127185725
KIF12,2.037451152
C12orf56,3.2341215225
ENSG00000253796,2.5200901732
REG1A,5.6862758793
CCL25,2.678719633
IGHVIII.51.1,3.045980744
ENSG00000271275,3.4184578805
MMP7,2.2911554673
MIR429,2.0570272152
AIRE,2.2923964738
CST2,2.4286997147
KRT6A,3.6158952923
DLK1,5.6112196674
ENSG00000258386,3.0922772162
ENSG00000233542,2.0228235154
ENSG00000249746,2.5269834415
ENSG00000273203,2.364692424
ISL1,4.2272200995
IGHV2.70D,2.6872707596
ENSG00000171246,2.9552526606
ENSG00000278954,2.2973453172
IGLV2.11,2.0923340529
CA7,2.6687534255
ENSG00000232298,2.5412478527
ENSG00000254348,2.3535447284
IGLV1.36,2.4251582606
SLC6A11,3.2489851235
FCAMR,2.2663655925
ENSG00000231892,3.3824437986
DIRAS1,2.0483585594
ENSG00000263680,2.9957699265
CABYR,2.165481627
ENSG00000231150,3.0701093949
ENSG00000204362,3.7976276205
IGLV5.37,3.11908161
IGKV2.30,2.2531088523
IGFL2.AS1,3.5042910215
ENSG00000244620,2.5168240232
SALL1,4.2507622833
ENSG00000244503,2.7853959341
NUS1P2,2.9392958945
LINC01659,2.7153902791
LINC00634,2.6404649051
KCP,2.0495527108
MYOM3,2.2189477797
MYO1A,2.405177218
HOXC.AS3,4.7525677558
LINC00629,2.63256984
BPIFA2,3.1773836074
LINC02422,2.2555875069
ENSG00000248409,2.6084322263
NKX3.2,2.8002861297
HMGB2P1,2.1283391228
STRC,2.5391379779
IGHV3.37,2.6904260478
ENSG00000227755,2.6820388845
SPRR3,4.4579719108
LINC01781,2.1513977556
ENSG00000224739,3.7472710034
IGFL4,2.4816669235
ENSG00000273297,2.1467485879
PNCK,2.3584649268
CASC8,2.5889320721
IGLC6,2.0316869893
IGHV4.31,2.2477158215
ENSG00000248571,2.4395568449
IGKV2D.30,2.9114721919
IGKV1OR2.118,2.7840523353
ENSG00000250167,3.5827632314
IGKV2.40,4.3665763501
CREG2,2.4006182373
ENSG00000230699,2.6552658562
MUC16,2.7143612533
IGKV1OR1.1,3.1390220655
MIR4537,2.8477498432
ALKAL1,2.1985129246
HOXD4,2.7746879642
IFNWP19,3.5776223176
SPTB,2.2437560303
RNU6.418P,2.0821798187
SAA2,2.5947245585
LINC02562,2.0530880984
ENSG00000243885,2.1341029645
DRAIC,2.7953289227
ENSG00000260253,3.2156594988
EPYC,3.1683009529
LINC00160,2.7052429233
IGHD3.3,2.9136410304
MIR5195,2.4029521624
LEMD1.AS1,2.3414090424
ENSG00000274372,2.2611913086
MEG3,2.1975581857
LINC01842,2.5463301927
IGHV3OR16.16,2.8808985566
AVPR1B,3.3748192865
KRT83,3.5757383009
ENSG00000259162,2.359126487
MIR31HG,3.3691650081
VAC14.AS1,2.0040330888
LHFPL4,3.3904418614
ENSG00000234715,3.0334410686
MC4R,2.8944832948
LYPD3,2.1051693921
CASR,3.8091670844
ENSG00000248596,2.5342901731
MIR135B,2.7637552674
ENSG00000255847,2.2046563753
STPG3,2.0191983757
SYNPR,3.5294760303
ENSG00000238129,3.7423719495
CAMK2N2,2.2868403199
ENSG00000166104,2.5778503516
IGKV1.37,3.112101003
HTR1D,2.2611563674
PIK3C2G,3.3617648175
GFAP,2.176706154
IGKV2OR2.1,2.8974864834
ENSG00000229162,2.2178375889
ENSG00000236947,2.5565794455
HIST1H2BG,2.4078859581
IGHV1.68,2.7797704643
ENSG00000224387,2.7373397063
LINC00866,2.4558160105
CDK8P2,3.9073084026
CECR7,2.0782464266
CHGB,3.1758612445
CTSE,2.4003908035
GFRA3,2.7426821035
NKAIN3,3.8006476375
HMGB3P6,2.5823395097
IGHV1OR16.4,3.3645698086
GLYATL2,3.5095194852
LINC01993,2.0826007081
LINC01926,2.9888315397
HIST1H3J,3.0801289112
UMODL1,2.5819634053
LHX2,2.9246240555
C20orf197,2.2692764664
IGHV3.65,2.7941224809
IGKV1D.37,3.4054589996
ENSG00000228874,3.2889561623
ENSG00000272808,2.1727748326
TAS2R2P,2.8850914507
ENSG00000249001,2.4492956669
LINC01561,2.8415775947
LINC02324,2.7239499623
ENSG00000180806,2.4963507927
ENSG00000261687,2.3368954003
AQP5,2.7948516037
KLK8,4.2987958718
ENSG00000258053,3.8919955831
GJB1,2.4045645321
ALOXE3,2.0181209382
LINC02313,3.4590101628
RHOV,2.0587027975
PTHLH,2.1212401546
GCM1,2.3378495165
CAPN6,2.8853632507
ZNF695,2.1730436272
IGLV2.34,2.1723185065
NPW,2.7161705221
ENSG00000258837,4.3382334589
ENSG00000281550,3.1318840597
C6orf15,4.4200989463
EGOT,2.1930603139
DLX6.AS1,3.291179614
GRIK2,2.131995195
ENSG00000260597,3.2759021991
RNU6.1161P,2.288415404
SEPT12,3.0754733452
ALG1L5P,2.1788927039
FDCSP,2.5725630738
LINC00494,2.11866325
PKHD1,2.2291039202
CYP3A5,2.1952213194
TUBB2B,2.4173561071
NR2E1,3.3122457905
PNMA3,2.2564897744
CES5AP1,3.2604328311
IGLJ3,2.7849835102
ENSG00000271969,2.1544844476
ENSG00000270919,3.3090155802
ENSG00000225857,2.5483623715
IGKV1D.17,2.7992570746
ASNSP3,2.7298751355
LINC02560,2.0187418508
LINC00659,3.8349967865
ENSG00000272202,2.2677829602
CNNM1,2.1891398038
IFNE,3.2669830787
HNRNPA1P27,2.0312623813
ENSG00000266869,4.1365014482
IGLJCOR18,3.6297865816
IGKV1OR.2,2.6886360442
ENSG00000254548,2.5045227314
ENSG00000251144,3.0141456764
MIR4539,2.5136349013
CYP2W1,2.8592983684
LINC01269,2.1083800009
C1QL2,3.7140743617
EMX1,2.7719332121
ENSG00000255910,2.6089104974
IGHV7.56,2.2609035812
ENSG00000275620,2.300642828
CASC9,3.3218666016
IFNG.AS1,2.163162488
IGHV1OR15.6,3.3983043236
FRGCA,2.5572452664
LINC02398,3.1357516431
SAA2.SAA4,2.8742979521
NANOGP1,2.7915662301
FAHD2P1,3.9175401859
IGLV10.54,2.3670998371
METTL11B,3.1428345989
ENSG00000256482,2.9607895683
OR51E1,2.008652972
BECN2,2.9630896774
LINC01234,3.988155751
ENSG00000226668,3.6696296038
LINC00858,3.3892612509
MSLNL,2.771284018
ITIH6,2.8910031724
IGFL3,3.7618088161
OMP,2.3727990575
CASC19,4.430333167
IGKV1OR.3,2.8669774899
SMPX,2.5995742083
ST8SIA2,2.5431670727
HIST1H1D,3.028601477
LINC00479,2.4673091236
FGB,3.9762034373
HGFAC,2.2428781318
SLC39A5,2.3469536301
CACNA1E,2.0784106438
IGHEP1,3.0727060976
GCGR,2.8180719727
TAC4,2.1480475881
NPIPB13,2.0544058982
ADGRG7,4.4510111058
ENSG00000276434,2.1203539015
COL25A1,3.1250632423
ENSG00000255774,4.3265876374
ENSG00000235939,3.0050235452
IGHM,2.0749055366
LINC01983,2.3567595711
ENSG00000237588,2.5454366927
ACTG1P22,2.5266539565
LINC01436,2.3998623519
KHSRPP1,2.2677962019
KCNH8,2.1547209362
ADGRF1,2.1684426284
CGB5,4.7163304723
BOLA2P3,2.2798384515
CD1A,2.2309225593
IL20RB,2.1970356063
TRBV23.1,2.1661664668
BPIFB4,3.5996873267
SYT8,2.1696939158
ENSG00000237594,2.3003358152
MUC2,3.3296596972
SERPINB7,3.258167973
SYNGR4,2.4538721882
DSCAM.AS1,5.8346432441
ENSG00000255595,3.5795467108
TMEM88B,2.3172425709
MS4A1,2.0117504707
TMEM249,2.0946141557
PRSS46P,2.1688100012
IGFL1P1,3.5248118317
GDNF.AS1,2.3083946989
ENSG00000237453,2.1909133022
MYH6,3.1501876207
UGT2B11,4.282362219
ENSG00000251152,2.1635231285
MIR4538,2.4705017909
IGLV3.6,2.8553532318
LINC02253,4.544513737
RBFOX1,4.2666676104
LINC00707,2.7331721154
GABBR2,2.3860325482
ENSG00000279511,3.7902693538
LINC02245,2.2095612178
MAFA.AS1,3.0137399929
LYPD6B,2.1195602929
ENSG00000222881,2.4144815547
ENSG00000222032,2.3477154907
S100A2,2.03092126
CRABP1,2.9635707857
ENSG00000228613,2.1749361809
IGKV6D.21,2.455999739
ENSG00000254364,2.5627561695
ENSG00000262528,2.1103318529
IGLV5.52,2.0592068593
LINC02227,2.2400280475
C2orf72,2.1256351755
ENSG00000226172,2.7871819261
ENSG00000272438,2.6336542964
LHX5,3.5879679664
ENSG00000224717,2.2921767637
IGLV9.49,2.2170309272
ENSG00000274730,3.4417774085
OR2B6,2.454729367
LINC01529,3.1460158925
ENSG00000259203,3.922581313
SPINK5,2.1921031266
FAM83F,2.0770592962
NKAIN4,2.1361987037
NRAP,2.0210355859
BPIFA1,3.2679239298
ENSG00000225385,2.6231775462
IGHV3.54,2.7387311603
ENSG00000266976,5.0399281208
CDH20,2.2442793099
LINC00887,2.2481062889
IGF2BP3,2.0160176245
ZNF488,2.2465219243
NKAIN1,2.3717880552
PDZD3,2.1674184119
BCAS2P2,2.2398686759
IGHJ2P,2.7817547276
LINC02594,2.9201317017
IGLVI.63,2.4642299836
ENSG00000265121,2.2555789291
IGHD3.22,2.8960895073
CLCA3P,2.5288100667
OGDHL,2.318812604
ENSG00000274444,2.0153496477
BAAT,2.303243467
HIST1H2APS3,3.0827980865
IL17C,2.4453577616
MRPL15P1,2.9780224789
AGMO,2.2328709587
FANCD2OS,2.1370688772
HOXB.AS4,3.8753771532
PADI3,3.7549348087
IGLC7,2.1529528898
TTLL11.IT1,2.4987889927
SNRPCP1,3.7384213759
HOXB8,2.7026788788
PCSK1N,2.0415510688
ENSG00000263745,2.6535423042
ENSG00000268108,2.5874213712
SATB2.AS1,2.1912192846
CD207,2.213561066
TBX10,3.0454765099
FAM83C.AS1,2.0222003444
TPRXL,2.3452157653
IGLV8.61,2.0755176393
INSL4,4.8122231546
GPS2P2,3.2973304482
ENSG00000261379,2.7170789604
IGLV3.30,2.8223738301
ENSG00000242686,2.3340321791
F2,3.7406452512
IGHV3.73,2.158935674
ALX3,4.1869099384
SPRR1A,3.2873356302
IGKV2.29,2.7488308095
ENSG00000273933,3.2736726475
ENSG00000231324,3.623987742
IGLC4,2.9571032857
TMEM211,2.2648598014
DPP10.AS1,2.5087722876
ENSG00000240086,2.9542746645
LINC02156,2.5450295883
LINC02532,2.4211659437
LINC02688,2.4102949142
ENSG00000275361,2.505335285
KRT81,2.389025364
IGLV1.62,2.4634473524
ENSG00000250378,2.9376608191
FAM86LP,2.3288459187
LINC00543,2.1482862016
SLC7A9,2.0998572793
CSTL1,3.3560455474
ENSG00000229393,2.3872939945
RGS7,2.5395420568
SHISA8,2.0279562591
LINC02495,2.1485705929
RNF225,2.0316136185
ENSG00000232006,2.6350666068
ENSG00000267881,2.6037525871
TBX18,2.4637185622
ENSG00000258670,2.8504111255
LINC02163,3.6918805477
MIR642A,2.0106054639
SLCO4A1.AS1,2.1280815908
IGKV2.4,2.219007243
ENSG00000244310,3.0942243902
IGHD3.9,2.3819466946
ARL2BPP4,2.4550957313
TFPI2,2.3400438449
NCCRP1,2.2579901523
OR7E22P,2.5738560908
ENSG00000238107,2.7437643175
AKR1D1,2.1816290825
S100A7,3.5765254936
ENSG00000203635,2.0091631714
LINC02475,2.7772188807
KIF3AP1,2.668810626
ENSG00000251320,2.7719862765
DLX6,3.0634825118
ENSG00000276462,2.1518661665
TDRD5,2.1691455975
LINC00589,2.0330047978
IGKV2.26,2.289412608
MIR4713HG,2.8750875743
CLPSL1,3.0682174256
LYPD8,2.7758714523
LRRC14B,2.4415430078
ENSG00000257512,2.0504528653
EPHA8,2.8194300839
ALG1L3P,2.9977010125
ENSG00000280179,2.6760025291
ENSG00000276490,3.2197030175
HIST1H2AE,2.0230220779
ENSG00000243944,3.172017527
AGGF1P1,2.2949618504
ENSG00000249631,2.026431152
MAGEA3,4.7459791109
ENSG00000275613,2.3478239855
NKX6.1,2.0957981584
LINC01208,2.6409725339
ENSG00000266830,3.4315529184
ENSG00000258088,2.4834324567
ENSG00000258446,2.0438155604
ENSG00000231748,2.05884227
ITGB1.DT,2.0488003362
LMX1B,2.1990947841
IGKV3OR22.2,3.051878638
LINC01594,2.5580545595
ETNPPL,4.1105294951
BPIFB2,3.0775508969
IGKV1OR2.2,2.9499420804
ENSG00000267778,2.0934463167
ENSG00000280655,2.7179482924
ENSG00000279791,2.0551424967
AKR1B10P1,4.7113033596
TRPM2.AS,2.0984493674
ENSG00000261584,4.0062205459
IGHV7.34.1,2.2211971329
ENSG00000260725,3.7569507871
ENSG00000236833,2.0631191082
ENSG00000246790,2.1202593797
GRM4,2.0108778569
SLC30A2,2.0836003392
IGHV1OR15.1,2.6527608952
ENSG00000249406,2.1114131241
ENSG00000234695,2.5584631174
NCAPD2P1,3.093749447
TAF7L,2.1809265459
FOXE1,2.6551041652
CYP2C19,3.1300637011
HIST1H2BF,2.6490071519
ENSG00000237643,2.5305173748
ENSG00000230623,2.0008004315
TEX55,2.8156898195
ENSG00000225173,2.0649768087
MGAT4EP,2.2479102292
EVX1,3.5601999961
BNIP3P10,2.0409742709
INHA,2.5351629517
ENSG00000228142,2.2889486642
LINC01968,2.2016524047
LINC02418,4.4436542627
LINC01971,2.4484450344
ENSG00000219159,3.4189755529
ENSG00000124915,2.4010889292
HIST1H2BH,2.2930555511
TAAR3P,3.2837183865
IGLCOR22.1,2.8387587809
GNG4,2.1447196786
ENSG00000250850,2.2930195612
MYPN,2.5225081195
ENSG00000273442,2.3190819641
IGKV1D.35,2.5228592481
ENSG00000271680,2.0540021629
ENSG00000231482,2.5256566398
NT5C1A,2.4714823353
SLC25A5P5,2.1801461766
ENSG00000230533,2.9349088327
IGHV3.16,2.1254965561
ENSG00000259663,2.783422058
LINC02029,2.6350768631
ENSG00000261240,2.2526026428
HIST1H2AD,2.1782419964
UBE2U,3.261321963
KIF1A,2.7417647823
RNU4.52P,2.09536996
ENSG00000232524,2.8022144648
ENSG00000274835,2.6242674353
ENSG00000250546,3.3494723273
UGT1A1,3.8644924091
TCAM1P,2.4615580535
FAM230I,2.619430315
PROM1,2.0547792848
DUSP5P2,2.2459679571
IGHD2.2,2.4953731599
ENSG00000231418,5.424570702
GABRA3,3.2695377446
ENSG00000262198,2.3821352898
STEAP2.AS1,2.2588963395
ENSG00000269986,3.3829721635
ENSG00000230725,2.5257449989
ENSG00000249379,2.008047857
ENSG00000232306,2.3521275438
ENSG00000231270,2.6978888305
NKAIN3.IT1,2.9698613635
RPS16P9,3.2801868672
KCNA7,2.0543136017
TLX2,2.0537318687
DRGX,2.4033903911
MIR663AHG,2.0832781222
IGKV2D.18,2.4899086337
ENSG00000259306,2.9216757638
ENSG00000224963,2.005617793
IGLV7.35,2.7750086326
ENSG00000253593,2.5202536593
ENSG00000255692,2.1000922377
EPS15P1,2.4091728772
ENSG00000261296,2.4159610354
ENSG00000267922,2.8736440187
DKK4,3.2848204862
IGHD,2.0654098141
HCN1,2.5592767322
LINC00501,2.9144707554
ENSG00000267015,2.2161656933
ENSG00000237286,2.1022433233
ENSG00000255983,2.978627489
DPYD.AS1,2.3328415682
KCNU1,4.3995341901
DSG3,2.7333477374
ZNF648,2.5179060363
FETUB,2.9367165929
POM121L2,2.4002844314
SLCO1B1,3.6661137346
GKN1,3.9535654043
DPP10,2.0360132934
GOLGA2P11,2.5274646511
KRT3,2.4850668623
AHSG,2.9321001969
HOXC.AS1,2.4200711989
ENSG00000222022,2.1280498493
IGHV3.29,2.4662501186
ENSG00000235934,2.5659183554
ADH1C,2.0628026391
IGLV3.15,3.0056299395
TMEM151A,2.1085765202
SIRPG.AS1,2.0501611718
ENSG00000214301,2.0429468667
ENSG00000278642,2.1910261053
LY6K,2.1065890704
IGHV1OR15.4,2.7873560874
ENSG00000225840,2.8899158798
USH1G,2.3704221663
TMPRSS11D,2.5651260315
LINC01748,2.7260468323
ENSG00000253535,2.0317662864
LINC02331,2.3990551238
ENSG00000231868,2.091967418
ENSG00000251893,2.520515663
ENSG00000237070,2.7623412625
SMIM32,2.9534594191
ENSG00000259828,2.6920547312
ENSG00000259727,2.3102117951
ENSG00000257403,2.1484739596
KRT16P6,2.4462748957
LINC02387,2.3154940364
ENSG00000258346,2.7584911885
ENSG00000267714,2.8211047392
ANXA13,2.3266835013
KCNK10,2.3275577459
ENSG00000236064,2.4467364202
MIR4284,2.3654519073
ENSG00000241456,2.6377640593
DMRT1,2.9876635377
GAL,2.1969280361
ENSG00000274139,2.5009417869
KRT17P1,2.219388863
XAGE1A,2.4439190164
ENSG00000222001,3.8287365193
IGKV1D.13,2.0358550277
ENSG00000253632,2.1952307492
NCAN,2.0042870669
SLC6A3,2.2116754772
RPS6P12,2.9512682204
ENSG00000253665,2.743313056
C11orf53,2.7162390653
FER1L6.AS2,3.4791731069
ENSG00000226355,2.3600251624
ENSG00000248545,2.9873343745
RPL32P33,2.2137090072
IGKV2.18,2.049560725
ENSG00000269779,3.2163954155
ALOX15P2,2.6159157438
ENSG00000266306,2.6703511913
ELAVL2,2.0758915765
TAF1L,2.1275064394
LINC00942,2.2400664672
LINC01449,2.1008451564
LARP1P1,2.0734726847
ENSG00000248358,2.1743561017
HOXC12,4.5123407616
LINC01344,2.1968847183
DSG4,3.1669171627
LINC00676,5.7206873618
PAH,2.4646612697
SOX14,4.3297363366
C1orf61,2.0121138928
VDAC2P3,2.0019104238
LINC00939,2.6871257729
UBTFL8,2.5630233783
NAT16,2.251904186
ENSG00000251517,2.1007491469
PRB2,2.6852434772
FOXD3,2.338367415
DCAF12L2,2.4077318013
PRAP1,2.1369635219
CHAT,3.8998816085
PRDM13,3.2869987729
ENSG00000279565,2.0363921691
AKR1C4,2.4795500444
ABCC12,2.0294824775
ENSG00000258691,2.1547997823
RPS3AP53,2.0133604559
MAGEA12,4.031502048
SLC18A3,3.9794280194
SLC2A2,4.1729788808
GPR12,2.6836200427
ENSG00000277210,2.3816403952
LINC02347,2.9740503611
CYP26A1,2.0439501673
ENSG00000263588,3.0202367593
ENSG00000261959,2.0555042024
ENSG00000260763,3.5688215647
LINC02588,3.0856618811
IGHV3.33.2,2.1149828207
PRR32,2.6473912236
ENSG00000214759,2.3133066382
HOXA11.AS,2.6109766935
ENSG00000272942,2.3975159461
ENSG00000275576,2.0599019336
LINC00491,3.145477321
SCGB2A1,2.1066694007
IGLV3.17,2.4390852148
ANGPTL3,2.1612256452
DIRC1,2.1944287925
KRT17P2,2.2163392229
PRB4,5.0683864263
PLCZ1,2.7214877287
CGB8,3.7633468821
IGKV1OR9.1,2.5383760076
DMRT3,2.1730252563
OTOG,2.7572326118
CYMP.AS1,2.8182567142
ENSG00000274895,2.5990810558
ENSG00000278342,2.2709976654
ENSG00000269043,2.3463906234
ENSG00000276759,2.380725369
CRYBA2,2.5874309601
ENSG00000261289,2.2993695615
DCX,2.6528044619
ENSG00000223999,2.3936478235
NPFFR2,2.4812472138
ENSG00000255960,3.3186407124
ENSG00000278041,3.4535696118
GABRG3,2.551146816
PLK5,2.3200406823
PRAC2,3.4019023013
MROH2A,2.0980300578
IGKV2D.26,2.5785979554
ENSG00000214797,2.1367958904
CAPZA3,3.1413860347
IGLV11.55,2.0795719799
CELF3,2.2462913388
LINC02468,2.3041283828
LSAMP.AS1,3.1334500358
ENSG00000233589,2.1360616388
ENSG00000260525,2.5830271215
IGF2BP1,2.3731201485
DUSP13,2.0583688238
AMTN,2.1959836492
ENSG00000260611,3.9968709223
ACTBP12,2.3936369342
KRT75,3.0773537283
RNU6.1042P,2.6268309917
SERPINB13,2.6869586413
ENSG00000259723,2.2194567872
ENSG00000225107,2.6596027366
ENSG00000242575,2.703341687
ENSG00000224271,3.3201167797
ENSG00000237862,2.2610991868
ENSG00000226097,2.405204091
DEFB131E,2.0796469172
SLAMF6P1,3.1525259929
ENSG00000275315,2.7889536038
MIA.RAB4B,2.7367793552
VRTN,2.1851016165
ENSG00000253891,2.1034221888
LHX1,2.9935621534
HHLA2,2.1118461239
CASP14,4.106431553
ENSG00000226423,2.0346920987
ENSG00000280171,2.9153938826
ENSG00000220702,2.3431229137
LINC01502,2.6522962497
ENSG00000224817,2.7405823261
SOX1,4.1693289259
MIR4527HG,2.6828795646
ENSG00000266968,2.6858462649
LINC02065,2.122340964
ENSG00000235300,2.4400534477
IGKV6D.41,2.2398777129
SULT1C2P2,2.3530567785
ENSG00000257046,3.2936819935
ENSG00000227711,2.0195538428
TMEM75,2.045576393
ENSG00000232594,2.4961125298
KCNQ2,2.3088146135
ENSG00000280023,2.1582134739
IGHD6.25,2.1058510139
ENSG00000228626,2.396755216
IGLVI.20,2.3442415767
MSMB,2.299238379
NXPH1,2.2998762545
ANTXRL,2.1544095633
ENSG00000270401,2.4583621406
SCARNA22,2.3413840047
ENSG00000267243,2.2203975957
CPS1,2.2308179418
NOTO,2.385092064
ENSG00000199866,2.0526047908
ENSG00000267056,2.1798075034
SMIM23,2.0174994115
BSNDP2,2.2346006148
PLUT,3.638771963
ENSG00000254163,2.3739970251
IGKV3D.25,2.4187796129
LINC01910,2.4702293446
LINC02395,2.0820313728
CHRNB3,2.0303667508
ENSG00000234211,2.0538722341
LINC02477,2.3620863843
ENSG00000230834,2.3929004636
ASCL3,2.1021828739
IGLV8OR8.1,2.0757265889
OR13K1P,2.3471119398
CYMP,2.4286973009
CRHR1,2.2674561044
IGKV2OR2.2,2.3538446339
GATA4,2.4665840139
ENSG00000220891,2.1374797842
POU6F2.AS2,3.2422110349
CDKN2A.DT,2.1998637097
ENSG00000274281,2.3532279812
MIR137HG,2.659695959
IGHD3.16,2.1280748039
HOTTIP,2.916651268
IL19,2.0217118977
ENSG00000232456,2.0077089161
ENSG00000259990,2.1609603933
ENSG00000231713,2.6223684704
ENSG00000277619,2.0485014594
TRPC7.AS1,2.5904210949
MC2R,2.185329902
CLDN6,2.1111926728
IGHVII.51.2,2.3157803056
ENSG00000259878,2.434599425
ENSG00000249295,2.06410683
MIR4507,2.0664427811
IGKV1.35,2.0800994539
LINC00973,2.4959644515
ENSG00000225532,2.1351412717
ENSG00000227579,2.3815835153
MAGEC1,3.1657781252
ENSG00000234768,3.1412830669
LINC00682,3.0162169243
WDR87,2.1404225194
CHRND,2.0678749639
NAALADL2.AS2,2.3758395976
TMEM229A,2.4158796884
ENSG00000249413,2.6305273645
ENSG00000232482,2.0522977581
PURPL,2.3477959303
FAR2P1,2.7719360273
ATOH1,4.0542565034
RTL1,3.1277216638
ENSG00000263655,2.3134133123
LINC01593,2.6371329932
ENSG00000279136,2.2818587205
ZNF444P1,2.1934034857
ENSG00000254704,2.0510839126
UGT2B28,2.9339614011
C4BPAP2,2.4539851289
MAGEC2,3.5276026475
IGHV7.40,2.3835155377
IGKV1D.32,2.527793391
ENSG00000224245,2.2364066906
ENSG00000242540,2.853337295
KRTAP2.3,2.4535191054
LINC01305,2.4494003673
ENSG00000259200,2.0669280081
LINC00466,2.1866305052
ENSG00000277748,2.709047293
ENSG00000260146,2.0360978456
UPK1B,2.3190900797
IGLVIVOR22.1,2.0992418758
ENSG00000256982,2.013782887
PYDC1,2.2768644682
UGT1A6,2.2613815867
ENSG00000236212,2.1026991271
IGKV1D.22,2.2759808812
ENSG00000254442,2.8405994523
ENSG00000176984,2.0062177334
LHX8,2.8633295272
ENSG00000274520,2.346452126
LINC02090,2.0046704154
FAM133A,2.0417719753
TOP3BP1,2.0135441377
TUSC8,2.5217229674
ENSG00000224417,2.492963592
LINC00518,2.5273547247
ENSG00000235131,2.0982017409
LINC00705,2.3955785481
LINC01206,2.1039744223
ENSG00000279617,2.1134560325
EDDM3A,2.0804211321
SP3P,2.3573400447
UGT1A7,2.6408937002
LINC01980,3.2938229018
PRB1,4.47358478
TAS2R38,3.1096286095
SLC17A4,2.9845717182
BPIFA4P,2.9586266798
FGF5,2.0231920126
PRSS55,2.0139359957
ENSG00000277311,2.2742230542
ENSG00000260677,2.0525741473
SNX18P2,2.2178623517
ENSG00000224899,2.3929008167
OR10AH1P,2.1001420077
LIPK,2.3207729523
MYCNOS,2.0530095152
CALML5,2.7095197977
NGB,2.8267853824
ENSG00000258535,2.0513819655
ENSG00000257035,3.479331027
OR4C6,2.2812697525
IGHD3.10,2.0251148173
LINC01022,3.0486774847
ENSG00000226991,2.1072238647
ENSG00000255325,2.1328569957
CYCSP6,2.4247423059
ENSG00000253477,2.5114474048
MTDHP4,2.0530882605
ENSG00000201464,2.148283766
ABCG8,2.0647956231
HOXA11,2.1183413496
MTND4P19,2.2587263539
IGHD2.15,2.0437434311
GABRA5,2.5526647804
FOXL2NB,2.3309391105
SERPINB3,2.0999196913
ENSG00000224984,2.2716022545
SALL3,2.1795948455
MAGEA6,3.2848254123
ENSG00000249199,2.5812080837
CLPS,2.2922941547
NWD2,2.3699030977
UGT1A8,3.3890318551
ZMAT4,2.0212691602
ENSG00000233919,2.0413775938
LINC01385,2.7811421761
ENSG00000281386,2.0197482011
ENSG00000234647,2.1668124623
S100A7A,3.0357697015
ENSG00000217455,2.2537477377
ENSG00000274549,2.5218439434
GCNT1P4,2.0478543835
ENSG00000186723,2.1499428715
FOXL2,2.1582211379
SPRR2F,2.2917665721
ENSG00000261298,2.0290720859
ENSG00000230328,2.0436251021
MIR5689HG,2.2002218988
LINC02490,2.4775427612
FAM83C,2.1249103912
ENSG00000259457,2.3322634082
ENSG00000269745,2.779356405
CEACAM18,3.7502679107
SEMG1,2.8309725062
ENSG00000269729,2.1171149365
LIPF,2.3209011754
ENSG00000236347,2.2280911944
ENSG00000267706,2.2380540872
ENSG00000279712,2.2243268978
ENSG00000242593,2.5227897493
ENSG00000230516,2.3740354914
ENSG00000229642,2.8334933929
LINC01411,2.2406542245
LINC01098,2.1194383979
ENSG00000257654,2.1445112832
PCDH8,2.1979570116
ENSG00000260289,2.189658872
PNMA6B,2.2126488524
SLCO1B7,2.6170764888
GFY,2.017934799
SKOR2,3.0777695491
LINC01956,2.5607864016
SERPINA11,2.0369969638
ENSG00000269274,2.0309874201
ENSG00000224322,4.5318281191
ENSG00000248973,2.435654957
ENSG00000224260,2.1591819866
